team_home,team_away,goals_home,goals_away,league_division,season,group
SAPA/2,FC Aztecas,3,1,5,20,13
FC POHU/Simpsons,HIFK/4,0,2,5,20,13
HePu,FC FC,4,3,5,20,13
Colo-Colo,FC POHU/Futboleros,4,1,5,20,13
FC Aztecas,HJK/Yellow,0,2,5,20,13
PPV/Seos,Strikers/Bertil,2,2,5,20,13
FC Kiffen/3,FC Puimur/2,3,1,5,20,13
FC Degis,SAPA/2,6,2,5,20,13
HJK/Yellow,FC Degis,1,2,5,20,13
FC POHU/Futboleros,FC Aztecas,4,3,5,20,13
FC FC,FC POHU/Simpsons,2,0,5,20,13
HIFK/4,PPV/Seos,2,1,5,20,13
ToTe/Legends,FC Kiffen/3,4,0,5,20,13
FC Puimur/2,Colo-Colo,3,2,5,20,13
SAPA/2,HePu,2,1,5,20,13
FC Degis,FC POHU/Futboleros,3,5,5,20,13
PPV/Seos,FC FC,2,0,5,20,13
FC Aztecas,FC Puimur/2,2,2,5,20,13
Colo-Colo,ToTe/Legends,1,3,5,20,13
FC Puimur/2,FC POHU/Simpsons,2,0,5,20,13
FC POHU/Simpsons,FC POHU/Futboleros,1,1,5,20,13
HIFK/4,FC FC,1,0,5,20,13
Strikers/Bertil,SAPA/2,2,3,5,20,13
FC Aztecas,FC Kiffen/3,0,7,5,20,13
PPV/Seos,HJK/Yellow,1,1,5,20,13
HePu,FC Puimur/2,3,0,5,20,13
FC Degis,ToTe/Legends,4,1,5,20,13
HJK/Yellow,Strikers/Bertil,4,1,5,20,13
FC Kiffen/3,FC Degis,8,0,5,20,13
Colo-Colo,FC Aztecas,3,2,5,20,13
ToTe/Legends,HePu,1,1,5,20,13
SAPA/2,HIFK/4,1,3,5,20,13
ToTe/Legends,FC Aztecas,1,1,5,20,13
FC FC,Strikers/Bertil,1,2,5,20,13
FC POHU/Futboleros,HePu,2,2,5,20,13
FC Puimur/2,FC Degis,2,6,5,20,13
SAPA/2,PPV/Seos,2,0,5,20,13
HJK/Yellow,FC POHU/Simpsons,2,1,5,20,13
FC Kiffen/3,Colo-Colo,1,5,5,20,13
HJK/Kantsu,FC POHU/United,2,3,5,20,14
Käpylä Maanantai,Dynamo/Estofut,1,4,5,20,14
ToTe/Ratapihan Dynamo,Ponnistus,0,13,5,20,14
AFC EMU,FC Germania,1,7,5,20,14
AC StaSi,Veijarit,2,2,5,20,14
FC Viikingit/Mordor,Chicken Wings,1,3,5,20,14
Valtti/2,SUMU,0,5,5,20,14
FC POHU/United,AC StaSi,11,1,5,20,14
SUMU,AFC EMU,0,3,5,20,14
Dynamo/Estofut,FC Viikingit/Mordor,6,4,5,20,14
Veijarit,Käpylä Maanantai,1,9,5,20,14
Chicken Wings,ToTe/Ratapihan Dynamo,6,4,5,20,14
Jokerit FC,Valtti/2,2,0,5,20,14
FC Germania,HJK/Kantsu,3,1,5,20,14
SUMU,FC POHU/United,5,2,5,20,14
HJK/Kantsu,SUMU,3,1,5,20,14
Ponnistus,Chicken Wings,3,2,5,20,14
FC Viikingit/Mordor,Veijarit,8,2,5,20,14
AC StaSi,FC Germania,2,8,5,20,14
ToTe/Ratapihan Dynamo,Dynamo/Estofut,1,7,5,20,14
Käpylä Maanantai,FC POHU/United,2,1,5,20,14
AFC EMU,Jokerit FC,0,3,5,20,14
FC POHU/United,FC Viikingit/Mordor,5,0,5,20,14
SUMU,AC StaSi,5,1,5,20,14
Dynamo/Estofut,Ponnistus,0,4,5,20,14
Valtti/2,AFC EMU,8,0,5,20,14
Veijarit,ToTe/Ratapihan Dynamo,2,1,5,20,14
Jokerit FC,HJK/Kantsu,2,3,5,20,14
FC Germania,Käpylä Maanantai,3,0,5,20,14
HJK/Kantsu,Valtti/2,1,1,5,20,14
FC Viikingit/Mordor,FC Germania,1,2,5,20,14
Ponnistus,Veijarit,20,0,5,20,14
Chicken Wings,Dynamo/Estofut,1,4,5,20,14
ToTe/Ratapihan Dynamo,FC POHU/United,1,4,5,20,14
AC StaSi,Jokerit FC,0,9,5,20,14
Käpylä Maanantai,SUMU,2,1,5,20,14
FC POHU/United,Ponnistus,3,1,5,20,14
SUMU,FC Viikingit/Mordor,1,3,5,20,14
Veijarit,Chicken Wings,2,9,5,20,14
AFC EMU,HJK/Kantsu,1,7,5,20,14
FC Germania,ToTe/Ratapihan Dynamo,4,0,5,20,14
Jokerit FC,Käpylä Maanantai,5,1,5,20,14
Valtti/2,AC StaSi,6,0,5,20,14
FC Viikingit/Mordor,AFC EMU,8,2,5,20,14
Ponnistus,FC Germania,3,3,5,20,14
FC Viikingit/Mordor,Jokerit FC,3,2,5,20,14
ToTe/Ratapihan Dynamo,SUMU,3,1,5,20,14
Käpylä Maanantai,Valtti/2,0,0,5,20,14
AC StaSi,AFC EMU,4,1,5,20,14
Chicken Wings,FC POHU/United,3,0,5,20,14
Dynamo/Estofut,Veijarit,9,2,5,20,14
AFC EMU,Käpylä Maanantai,1,0,5,20,14
HJK/Kantsu,AC StaSi,4,4,5,20,14
FC POHU/United,Dynamo/Estofut,1,2,5,20,14
SUMU,Ponnistus,1,3,5,20,14
FC Germania,Chicken Wings,0,2,5,20,14
Jokerit FC,ToTe/Ratapihan Dynamo,1,2,5,20,14
Valtti/2,FC Viikingit/Mordor,2,2,5,20,14
Chicken Wings,SUMU,5,1,5,20,14
Ponnistus,Jokerit FC,8,2,5,20,14
Veijarit,FC POHU/United,0,7,5,20,14
Käpylä Maanantai,HJK/Kantsu,1,4,5,20,14
Dynamo/Estofut,FC Germania,3,2,5,20,14
ToTe/Ratapihan Dynamo,Valtti/2,2,3,5,20,14
HJK/Kantsu,FC Viikingit/Mordor,1,1,5,20,14
SUMU,Dynamo/Estofut,0,6,5,20,14
AC StaSi,Käpylä Maanantai,0,6,5,20,14
AFC EMU,ToTe/Ratapihan Dynamo,5,0,5,20,14
Jokerit FC,Chicken Wings,1,1,5,20,14
FC Germania,Veijarit,1,0,5,20,14
Valtti/2,Ponnistus,0,1,5,20,14
FC POHU/United,FC Germania,1,1,5,20,14
FC Viikingit/Mordor,AC StaSi,7,0,5,20,14
Veijarit,SUMU,1,4,5,20,14
Dynamo/Estofut,Jokerit FC,0,6,5,20,14
ToTe/Ratapihan Dynamo,HJK/Kantsu,3,3,5,20,14
Ponnistus,AFC EMU,6,0,5,20,14
Chicken Wings,Valtti/2,4,3,5,20,14
HJK/Kantsu,Ponnistus,4,3,5,20,14
Käpylä Maanantai,FC Viikingit/Mordor,2,1,5,20,14
AC StaSi,ToTe/Ratapihan Dynamo,0,3,5,20,14
AFC EMU,Chicken Wings,0,8,5,20,14
Jokerit FC,Veijarit,2,2,5,20,14
Valtti/2,Dynamo/Estofut,0,1,5,20,14
Dynamo/Estofut,AC StaSi,6,1,5,20,14
HJK/Kantsu,Dynamo/Estofut,2,2,5,20,14
FC Viikingit/Mordor,ToTe/Ratapihan Dynamo,3,1,5,20,14
Käpylä Maanantai,Ponnistus,2,8,5,20,14
Jokerit FC,FC Germania,4,1,5,20,14
AC StaSi,Chicken Wings,0,8,5,20,14
AFC EMU,Veijarit,5,0,5,20,14
Valtti/2,FC POHU/United,3,1,5,20,14
FC POHU/United,AFC EMU,3,2,5,20,14
SUMU,Jokerit FC,4,4,5,20,14
FC Germania,Valtti/2,4,1,5,20,14
Veijarit,HJK/Kantsu,1,2,5,20,14
Ponnistus,FC Viikingit/Mordor,6,0,5,20,14
Chicken Wings,Käpylä Maanantai,5,1,5,20,14
Chicken Wings,HJK/Kantsu,8,1,5,20,14
FC POHU/United,Jokerit FC,0,3,5,20,14
ToTe/Ratapihan Dynamo,Käpylä Maanantai,4,2,5,20,14
Dynamo/Estofut,AFC EMU,5,1,5,20,14
Veijarit,Valtti/2,0,5,5,20,14
Ponnistus,AC StaSi,3,1,5,20,14
FC Germania,SUMU,1,3,5,20,14
KP-75/SaPo,PPS,2,4,5,20,15
TiPS/2,SUMU/sob,1,4,5,20,15
FC Vantaa,FC KaKe/Otsot,0,0,5,20,15
KelA,FC Hieho,2,3,5,20,15
SibboV,MPS/Atletico Akatemia,2,2,5,20,15
KoiPS/Tarmo,FC Kontu/Vepa,3,4,5,20,15
TuPS/2,Valtti/R.O.U.,3,5,5,20,15
MPS/Atletico Akatemia,KP-75/SaPo,12,3,5,20,15
I-HK,SibboV,7,0,5,20,15
PPS,KelA,4,1,5,20,15
FC Hieho,FC Vantaa,0,1,5,20,15
FC KaKe/Otsot,TuPS/2,2,1,5,20,15
FC Kontu/Vepa,TiPS/2,1,3,5,20,15
Valtti/R.O.U.,KoiPS/Tarmo,4,2,5,20,15
SUMU/sob,FC Kontu/Vepa,5,1,5,20,15
KP-75/SaPo,I-HK,1,3,5,20,15
TiPS/2,Valtti/R.O.U.,5,4,5,20,15
FC Vantaa,PPS,0,6,5,20,15
KoiPS/Tarmo,FC KaKe/Otsot,2,0,5,20,15
TuPS/2,FC Hieho,2,4,5,20,15
Valtti/R.O.U.,SUMU/sob,0,5,5,20,15
I-HK,KelA,4,2,5,20,15
FC KaKe/Otsot,TiPS/2,1,11,5,20,15
MPS/Atletico Akatemia,FC Vantaa,4,0,5,20,15
PPS,TuPS/2,4,0,5,20,15
SibboV,KP-75/SaPo,7,1,5,20,15
FC Hieho,KoiPS/Tarmo,5,2,5,20,15
SUMU/sob,FC KaKe/Otsot,4,2,5,20,15
KelA,SibboV,3,1,5,20,15
FC Vantaa,I-HK,2,3,5,20,15
TuPS/2,MPS/Atletico Akatemia,2,3,5,20,15
FC Kontu/Vepa,Valtti/R.O.U.,2,2,5,20,15
TiPS/2,FC Hieho,1,0,5,20,15
KoiPS/Tarmo,PPS,2,2,5,20,15
KP-75/SaPo,KelA,2,2,5,20,15
I-HK,TuPS/2,0,1,5,20,15
FC KaKe/Otsot,FC Kontu/Vepa,3,2,5,20,15
MPS/Atletico Akatemia,KoiPS/Tarmo,5,3,5,20,15
PPS,TiPS/2,6,7,5,20,15
FC Hieho,SUMU/sob,2,5,5,20,15
SibboV,FC Vantaa,7,1,5,20,15
SUMU/sob,PPS,4,0,5,20,15
TuPS/2,SibboV,4,2,5,20,15
FC Kontu/Vepa,FC Hieho,0,3,5,20,15
TiPS/2,MPS/Atletico Akatemia,5,3,5,20,15
KoiPS/Tarmo,I-HK,1,1,5,20,15
Valtti/R.O.U.,FC KaKe/Otsot,1,0,5,20,15
FC Vantaa,KP-75/SaPo,3,1,5,20,15
MPS/Atletico Akatemia,SUMU/sob,0,2,5,20,15
KelA,FC Vantaa,3,4,5,20,15
KP-75/SaPo,TuPS/2,2,10,5,20,15
I-HK,TiPS/2,1,0,5,20,15
PPS,FC Kontu/Vepa,2,3,5,20,15
FC Hieho,Valtti/R.O.U.,6,3,5,20,15
SibboV,KoiPS/Tarmo,5,3,5,20,15
KelA,MPS/Atletico Akatemia,2,1,5,20,15
SUMU/sob,I-HK,3,1,5,20,15
FC KaKe/Otsot,FC Hieho,1,2,5,20,15
TuPS/2,KelA,2,3,5,20,15
FC Kontu/Vepa,MPS/Atletico Akatemia,1,2,5,20,15
TiPS/2,SibboV,6,2,5,20,15
KoiPS/Tarmo,KP-75/SaPo,1,2,5,20,15
Valtti/R.O.U.,PPS,1,6,5,20,15
MPS/Atletico Akatemia,Valtti/R.O.U.,1,5,5,20,15
KelA,KoiPS/Tarmo,2,4,5,20,15
KP-75/SaPo,TiPS/2,3,1,5,20,15
I-HK,FC Kontu/Vepa,0,0,5,20,15
PPS,FC KaKe/Otsot,2,2,5,20,15
FC Vantaa,TuPS/2,1,3,5,20,15
SibboV,SUMU/sob,1,5,5,20,15
SUMU/sob,KP-75/SaPo,2,1,5,20,15
FC KaKe/Otsot,MPS/Atletico Akatemia,1,0,5,20,15
TiPS/2,KelA,6,2,5,20,15
FC Hieho,PPS,2,5,5,20,15
FC Kontu/Vepa,SibboV,1,1,5,20,15
KoiPS/Tarmo,FC Vantaa,4,0,5,20,15
Valtti/R.O.U.,I-HK,2,2,5,20,15
MPS/Atletico Akatemia,FC Hieho,0,2,5,20,15
KelA,SUMU/sob,4,0,5,20,15
KP-75/SaPo,FC Kontu/Vepa,1,3,5,20,15
SibboV,Valtti/R.O.U.,4,2,5,20,15
I-HK,FC KaKe/Otsot,0,1,5,20,15
FC Vantaa,TiPS/2,0,3,5,20,15
TuPS/2,KoiPS/Tarmo,2,2,5,20,15
SibboV,FC Hieho,2,2,5,20,15
KP-75/SaPo,FC KaKe/Otsot,1,3,5,20,15
I-HK,PPS,2,2,5,20,15
FC Vantaa,FC Kontu/Vepa,2,1,5,20,15
TuPS/2,SUMU/sob,0,3,5,20,15
KoiPS/Tarmo,TiPS/2,1,7,5,20,15
KelA,Valtti/R.O.U.,6,2,5,20,15
MPS/Atletico Akatemia,I-HK,2,1,5,20,15
SUMU/sob,KoiPS/Tarmo,2,2,5,20,15
FC KaKe/Otsot,KelA,2,2,5,20,15
PPS,SibboV,4,1,5,20,15
FC Hieho,KP-75/SaPo,0,1,5,20,15
FC Kontu/Vepa,TuPS/2,1,2,5,20,15
Valtti/R.O.U.,FC Vantaa,4,3,5,20,15
PPS,MPS/Atletico Akatemia,5,1,5,20,15
Valtti/R.O.U.,KP-75/SaPo,1,0,5,20,15
FC Hieho,I-HK,3,1,5,20,15
TiPS/2,TuPS/2,5,1,5,20,15
FC KaKe/Otsot,SibboV,0,0,5,20,15
FC Kontu/Vepa,KelA,2,1,5,20,15
SUMU/sob,FC Vantaa,4,0,5,20,15
Jäppärä,MyMy,1,2,5,20,16
Union Plaani/akatemia,Naseva,6,1,5,20,16
HAlku,VoPpK,2,4,5,20,16
RiPS/2,LIK,6,3,5,20,16
PeKa/2,Kiri,0,14,5,20,16
PK-09,Kumu JT/edustus,4,0,5,20,16
FC Kuusysi/2,HaTP,1,0,5,20,16
HaTP,Jäppärä,0,4,5,20,16
Kiri,FC Kuusysi/2,8,2,5,20,16
Kumu JT/edustus,HAlku,0,4,5,20,16
VoPpK,Union Plaani/akatemia,0,3,5,20,16
LIK,PK-09,3,4,5,20,16
Jäntevä,PeKa/2,5,4,5,20,16
Jäppärä,Kiri,3,0,5,20,16
HAlku,LIK,7,0,5,20,16
Naseva,VoPpK,2,1,5,20,16
Union Plaani/akatemia,Kumu JT/edustus,4,1,5,20,16
PK-09,MyMy,0,2,5,20,16
RiPS/2,HaTP,5,4,5,20,16
FC Kuusysi/2,Jäntevä,1,3,5,20,16
HaTP,PK-09,4,3,5,20,16
Kiri,RiPS/2,2,1,5,20,16
Kumu JT/edustus,Naseva,0,1,5,20,16
Jäntevä,Jäppärä,2,2,5,20,16
LIK,Union Plaani/akatemia,5,4,5,20,16
PeKa/2,FC Kuusysi/2,2,3,5,20,16
Jäppärä,PeKa/2,2,7,5,20,16
PK-09,Kiri,4,0,5,20,16
VoPpK,Kumu JT/edustus,3,2,5,20,16
HAlku,HaTP,9,1,5,20,16
RiPS/2,Jäntevä,5,0,5,20,16
Union Plaani/akatemia,MyMy,1,3,5,20,16
Naseva,LIK,3,2,5,20,16
HaTP,Union Plaani/akatemia,4,3,5,20,16
Kiri,HAlku,2,3,5,20,16
LIK,VoPpK,5,4,5,20,16
MyMy,Naseva,4,1,5,20,16
Jäntevä,PK-09,1,3,5,20,16
PeKa/2,RiPS/2,1,5,5,20,16
FC Kuusysi/2,Jäppärä,1,0,5,20,16
Kumu JT/edustus,LIK,6,0,5,20,16
HAlku,Jäntevä,7,2,5,20,16
PK-09,PeKa/2,3,0,5,20,16
Union Plaani/akatemia,Kiri,3,2,5,20,16
VoPpK,MyMy,1,5,5,20,16
RiPS/2,FC Kuusysi/2,3,4,5,20,16
Naseva,HaTP,2,0,5,20,16
HaTP,VoPpK,6,0,5,20,16
MyMy,Kumu JT/edustus,1,0,5,20,16
Jäppärä,RiPS/2,2,1,5,20,16
Kiri,Naseva,9,2,5,20,16
PeKa/2,HAlku,0,10,5,20,16
Jäntevä,Union Plaani/akatemia,2,2,5,20,16
FC Kuusysi/2,PK-09,0,6,5,20,16
Kumu JT/edustus,HaTP,3,2,5,20,16
HAlku,FC Kuusysi/2,3,0,5,20,16
VoPpK,Kiri,1,2,5,20,16
LIK,MyMy,2,2,5,20,16
Naseva,Jäntevä,3,1,5,20,16
Union Plaani/akatemia,PeKa/2,7,1,5,20,16
PK-09,Jäppärä,2,1,5,20,16
Jäppärä,HAlku,1,0,5,20,16
RiPS/2,PK-09,1,1,5,20,16
Kiri,Kumu JT/edustus,2,3,5,20,16
Jäntevä,VoPpK,0,3,5,20,16
HaTP,LIK,2,0,5,20,16
FC Kuusysi/2,Union Plaani/akatemia,1,2,5,20,16
PeKa/2,Naseva,5,1,5,20,16
MyMy,RiPS/2,1,0,5,20,16
Union Plaani/akatemia,Jäppärä,0,1,5,20,16
Kumu JT/edustus,Jäntevä,3,2,5,20,16
VoPpK,PeKa/2,3,2,5,20,16
LIK,Kiri,3,2,5,20,16
MyMy,HaTP,3,3,5,20,16
Naseva,FC Kuusysi/2,1,1,5,20,16
HAlku,RiPS/2,5,1,5,20,16
Jäppärä,Naseva,10,2,5,20,16
RiPS/2,Union Plaani/akatemia,3,1,5,20,16
Kiri,MyMy,1,3,5,20,16
Jäntevä,LIK,2,2,5,20,16
FC Kuusysi/2,VoPpK,2,4,5,20,16
PK-09,HAlku,1,0,5,20,16
PeKa/2,Kumu JT/edustus,1,2,5,20,16
Naseva,RiPS/2,0,1,5,20,16
MyMy,HAlku,2,2,5,20,16
Jäntevä,HaTP,2,1,5,20,16
Jäppärä,Kumu JT/edustus,5,3,5,20,16
RiPS/2,VoPpK,2,1,5,20,16
HAlku,Union Plaani/akatemia,9,1,5,20,16
PK-09,Naseva,3,1,5,20,16
FC Kuusysi/2,LIK,4,0,5,20,16
PeKa/2,MyMy,1,6,5,20,16
HaTP,PeKa/2,1,1,5,20,16
Kiri,Jäntevä,4,1,5,20,16
Kumu JT/edustus,RiPS/2,3,3,5,20,16
VoPpK,PK-09,1,3,5,20,16
LIK,Jäppärä,5,0,5,20,16
MyMy,FC Kuusysi/2,3,0,5,20,16
Naseva,HAlku,4,3,5,20,16
HaTP,Kiri,3,1,5,20,16
VoPpK,Jäppärä,2,3,5,20,16
Kumu JT/edustus,FC Kuusysi/2,2,2,5,20,16
MyMy,Jäntevä,10,1,5,20,16
LIK,PeKa/2,5,1,5,20,16
Union Plaani/akatemia,PK-09,1,5,5,20,16
