team_home,team_away,goals_home,goals_away,league_division,season,group
AFC EMU/Akatemia,HerTo/3,1,1,6,21,7
Nikinmäki United,Veijarit,4,2,6,21,7
FC Viikingit/B,Wartti/Wild Boars,1,2,6,21,7
FC Fortuna/Itä,FC AK,1,4,6,21,7
FC Spede,FC Kontu/Kupa,0,5,6,21,7
FC Spede,FC AK,0,1,6,21,7
HerTo/3,Nikinmäki United,0,7,6,21,7
FC Spede,AFC EMU/Akatemia,1,0,6,21,7
Wartti/Wild Boars,FC Fortuna/Itä,6,2,6,21,7
FC AK,FC Kontu/Kupa,1,2,6,21,7
Veijarit,FC Viikingit/B,1,6,6,21,7
FC Viikingit/B,FC Spede,10,0,6,21,7
Wartti/Wild Boars,FC Kontu/Kupa,0,7,6,21,7
HerTo/3,FC Fortuna/Itä,0,1,6,21,7
FC AK,Veijarit,1,1,6,21,7
Wartti/Wild Boars,Nikinmäki United,2,1,6,21,7
FC Fortuna/Itä,FC Kontu/Kupa,5,1,6,21,7
FC AK,FC Viikingit/B,7,0,6,21,7
FC Kontu/Kupa,HerTo/3,0,0,6,21,7
Veijarit,Wartti/Wild Boars,2,4,6,21,7
Nikinmäki United,FC Fortuna/Itä,2,4,6,21,7
FC Viikingit/B,AFC EMU/Akatemia,6,1,6,21,7
FC Kontu/Kupa,FC Viikingit/B,0,1,6,21,7
Nikinmäki United,FC Spede,4,1,6,21,7
FC AK,AFC EMU/Akatemia,7,0,6,21,7
Wartti/Wild Boars,HerTo/3,2,0,6,21,7
FC Fortuna/Itä,Veijarit,3,3,6,21,7
I-HK/Sensaatio,PPS/Diablos Rojos,1,2,6,21,8
FC POHU/JäPa 2,FC Korso/U2,1,4,6,21,8
KoPa,KoiPS/Dynamo,1,4,6,21,8
FC Vantaa,KoiPS/Dynamo,1,5,6,21,8
FC POHU/JäPa 2,KeiKa,1,3,6,21,8
PPS/Diablos Rojos,FC Korso/U2,4,2,6,21,8
FC Korso/U2,FC Vantaa,2,3,6,21,8
KeiKa,PPS/Diablos Rojos,0,4,6,21,8
FC POHU/JäPa 2,KoiPS/Dynamo,2,5,6,21,8
KoPa,I-HK/Sensaatio,1,2,6,21,8
FC Korso/U2,I-HK/Sensaatio,1,2,6,21,8
FC POHU/JäPa 2,FC Vantaa,2,1,6,21,8
PPS/Diablos Rojos,KoPa,1,2,6,21,8
FC Vantaa,KeiKa,2,2,6,21,8
KoiPS/Dynamo,PPS/Diablos Rojos,4,1,6,21,8
KoPa,FC Korso/U2,0,3,6,21,8
KoiPS/Dynamo,I-HK/Sensaatio,2,0,6,21,8
KeiKa,KoPa,0,1,6,21,8
PPS/Diablos Rojos,FC POHU/JäPa 2,3,4,6,21,8
FC Vantaa,KoPa,3,2,6,21,8
KoiPS/Dynamo,FC Korso/U2,9,2,6,21,8
KeiKa,I-HK/Sensaatio,1,0,6,21,8
I-HK/Sensaatio,FC Vantaa,2,1,6,21,8
FC Korso/U2,KeiKa,1,1,6,21,8
KoPa,FC POHU/JäPa 2,2,2,6,21,8
I-HK/Sensaatio,FC POHU/JäPa 2,0,1,6,21,8
FC Vantaa,PPS/Diablos Rojos,5,0,6,21,8
KoiPS/Dynamo,KeiKa,3,1,6,21,8
HausPa,FC Kapina/2,2,1,6,21,9
KP-75/SaPo,FC Tuusula,3,1,6,21,9
Nopsa/2,AC JazzPa,2,0,6,21,9
HAlku/FC,Pelikaani,1,0,6,21,9
Nopsa/2,FC Kapina/2,1,1,6,21,9
PK-09/2,Ares -86,1,1,6,21,9
KP-75/SaPo,HAlku/FC,4,2,6,21,9
Pelikaani,AC JazzPa,2,2,6,21,9
FC Kapina/2,PK-09/2,2,0,6,21,9
FC Tuusula,HausPa,1,2,6,21,9
Ares -86,Nopsa/2,0,5,6,21,9
HausPa,Pelikaani,0,3,6,21,9
HAlku/FC,Ares -86,1,2,6,21,9
Nopsa/2,KP-75/SaPo,1,1,6,21,9
AC JazzPa,FC Kapina/2,5,0,6,21,9
PK-09/2,FC Tuusula,0,0,6,21,9
HausPa,KP-75/SaPo,1,2,6,21,9
AC JazzPa,Ares -86,0,0,6,21,9
PK-09/2,HAlku/FC,2,1,6,21,9
FC Tuusula,Nopsa/2,0,1,6,21,9
Pelikaani,PK-09/2,4,1,6,21,9
Nopsa/2,HausPa,9,1,6,21,9
FC Kapina/2,HAlku/FC,2,0,6,21,9
AC JazzPa,FC Tuusula,1,1,6,21,9
Ares -86,KP-75/SaPo,4,1,6,21,9
Pelikaani,Nopsa/2,3,0,6,21,9
Nopsa/2,HAlku/FC,5,2,6,21,9
Ares -86,Pelikaani,1,1,6,21,9
FC Tuusula,FC Kapina/2,4,3,6,21,9
HAlku/FC,HausPa,0,0,6,21,9
PK-09/2,Nopsa/2,2,3,6,21,9
KP-75/SaPo,AC JazzPa,8,0,6,21,9
FC Tuusula,HAlku/FC,0,1,6,21,9
AC JazzPa,HausPa,2,0,6,21,9
FC Kapina/2,Ares -86,1,1,6,21,9
KP-75/SaPo,Pelikaani,3,1,6,21,9
HausPa,PK-09/2,1,1,6,21,9
Ares -86,FC Tuusula,2,1,6,21,9
HAlku/FC,AC JazzPa,0,3,6,21,9
Pelikaani,FC Tuusula,1,0,6,21,9
FC Kapina/2,KP-75/SaPo,0,10,6,21,9
AC JazzPa,PK-09/2,1,3,6,21,9
Ares -86,HausPa,2,1,6,21,9
Jäntevä/Ukot,PoPo,3,6,6,21,10
HiHi,KyPa/2,1,6,6,21,10
JaVo,ViSa,6,1,6,21,10
JaVo,PoPo,1,3,6,21,10
PaPe,FC Villisiat,2,0,6,21,10
Purha/2,FC Etapo,6,3,6,21,10
MYPA/FC,KarPo,0,1,6,21,10
FC Villisiat,ViSa,1,3,6,21,10
Purha/2,ViSa,5,3,6,21,10
JaVo,PaPe,5,1,6,21,10
KyPa/2,KarPo,3,0,6,21,10
MYPA/FC,FC Villisiat,0,5,6,21,10
FC Villisiat,JaVo,6,4,6,21,10
FC Etapo,KyPa/2,2,3,6,21,10
PoPo,HiHi,7,0,6,21,10
KarPo,Jäntevä/Ukot,1,3,6,21,10
Jäntevä/Ukot,FC Etapo,1,0,6,21,10
HiHi,KarPo,0,5,6,21,10
Purha/2,PoPo,5,5,6,21,10
FC Etapo,HiHi,4,0,6,21,10
ViSa,PaPe,5,3,6,21,10
PoPo,MYPA/FC,17,0,6,21,10
KyPa/2,Jäntevä/Ukot,0,1,6,21,10
KarPo,Purha/2,0,1,6,21,10
FC Villisiat,PoPo,1,1,6,21,10
JaVo,FC Etapo,4,3,6,21,10
PaPe,KarPo,4,1,6,21,10
Purha/2,Jäntevä/Ukot,4,0,6,21,10
MYPA/FC,KyPa/2,2,3,6,21,10
FC Etapo,PaPe,2,1,6,21,10
Jäntevä/Ukot,MYPA/FC,4,2,6,21,10
HiHi,Purha/2,2,2,6,21,10
KarPo,FC Villisiat,1,0,6,21,10
KyPa/2,JaVo,4,0,6,21,10
PoPo,ViSa,3,0,6,21,10
FC Villisiat,FC Etapo,5,0,6,21,10
JaVo,Jäntevä/Ukot,2,4,6,21,10
PaPe,KyPa/2,2,2,6,21,10
ViSa,KarPo,1,1,6,21,10
MYPA/FC,HiHi,1,1,6,21,10
ViSa,MYPA/FC,7,1,6,21,10
PoPo,PaPe,11,2,6,21,10
FC Etapo,MYPA/FC,5,2,6,21,10
KyPa/2,Purha/2,2,2,6,21,10
Jäntevä/Ukot,HiHi,7,2,6,21,10
KarPo,JaVo,2,3,6,21,10
FC Etapo,ViSa,4,3,6,21,10
Jäntevä/Ukot,PaPe,1,1,6,21,10
HiHi,JaVo,0,4,6,21,10
KyPa/2,FC Villisiat,2,2,6,21,10
Purha/2,MYPA/FC,10,2,6,21,10
FC Villisiat,Jäntevä/Ukot,2,2,6,21,10
JaVo,Purha/2,5,2,6,21,10
PaPe,HiHi,5,2,6,21,10
ViSa,KyPa/2,2,1,6,21,10
PoPo,KarPo,3,0,6,21,10
FC Etapo,PoPo,1,3,6,21,10
Jäntevä/Ukot,ViSa,5,1,6,21,10
HiHi,FC Villisiat,2,2,6,21,10
Purha/2,PaPe,7,1,6,21,10
MYPA/FC,JaVo,0,1,6,21,10
FC Villisiat,Purha/2,4,5,6,21,10
PaPe,MYPA/FC,4,3,6,21,10
ViSa,HiHi,2,0,6,21,10
KarPo,FC Etapo,0,3,6,21,10
PoPo,KyPa/2,6,0,6,21,10
Tikka/2,LoPa/2,5,0,6,20,1
LJS/Reservi,ViTa,1,2,6,20,1
FC Slimmit,BK-46/Hobby,0,5,6,20,1
RPS 32,FC Kirkkonummi/3,0,6,6,20,1
HooGee/Hodari,KJS,3,5,6,20,1
EsPa/keltavihree,FC WILD,2,1,6,20,1
LoPa/2,LJS/Reservi,0,1,6,20,1
HooGee/Hodari,Tikka/2,2,2,6,20,1
FC Kirkkonummi/3,EsPa/keltavihree,1,3,6,20,1
ViTa,FC Slimmit,3,2,6,20,1
Länsiväylän Dynamo,RPS 32,5,1,6,20,1
FC WILD,HooGee/Hodari,8,1,6,20,1
KJS,Tikka/2,2,5,6,20,1
Tikka/2,FC WILD,0,1,6,20,1
FC Slimmit,LoPa/2,2,2,6,20,1
BK-46/Hobby,ViTa,2,1,6,20,1
HooGee/Hodari,FC Kirkkonummi/3,0,8,6,20,1
EsPa/keltavihree,Länsiväylän Dynamo,7,0,6,20,1
LJS/Reservi,KJS,0,0,6,20,1
LoPa/2,BK-46/Hobby,2,1,6,20,1
RPS 32,EsPa/keltavihree,0,7,6,20,1
FC Kirkkonummi/3,Tikka/2,0,2,6,20,1
Länsiväylän Dynamo,HooGee/Hodari,1,1,6,20,1
FC WILD,LJS/Reservi,2,1,6,20,1
KJS,FC Slimmit,5,2,6,20,1
ViTa,LoPa/2,4,1,6,20,1
Tikka/2,Länsiväylän Dynamo,0,1,6,20,1
LJS/Reservi,FC Kirkkonummi/3,3,3,6,20,1
FC Slimmit,FC WILD,0,5,6,20,1
BK-46/Hobby,KJS,1,1,6,20,1
HooGee/Hodari,RPS 32,5,2,6,20,1
RPS 32,Tikka/2,3,6,6,20,1
FC Kirkkonummi/3,FC Slimmit,8,0,6,20,1
Länsiväylän Dynamo,LJS/Reservi,0,3,6,20,1
FC WILD,BK-46/Hobby,1,0,6,20,1
EsPa/keltavihree,HooGee/Hodari,6,1,6,20,1
KJS,ViTa,2,1,6,20,1
LoPa/2,KJS,1,1,6,20,1
ViTa,FC WILD,0,2,6,20,1
Tikka/2,EsPa/keltavihree,2,6,6,20,1
LJS/Reservi,RPS 32,4,1,6,20,1
FC Slimmit,Länsiväylän Dynamo,2,1,6,20,1
BK-46/Hobby,FC Kirkkonummi/3,1,2,6,20,1
FC Kirkkonummi/3,ViTa,3,2,6,20,1
Länsiväylän Dynamo,BK-46/Hobby,1,4,6,20,1
FC WILD,LoPa/2,7,0,6,20,1
EsPa/keltavihree,LJS/Reservi,5,0,6,20,1
LoPa/2,FC Kirkkonummi/3,1,4,6,20,1
ViTa,Länsiväylän Dynamo,1,0,6,20,1
LJS/Reservi,HooGee/Hodari,2,1,6,20,1
FC Slimmit,EsPa/keltavihree,0,6,6,20,1
BK-46/Hobby,RPS 32,4,1,6,20,1
KJS,FC WILD,0,6,6,20,1
Tikka/2,LJS/Reservi,0,1,6,20,1
FC Kirkkonummi/3,KJS,7,0,6,20,1
RPS 32,ViTa,0,4,6,20,1
Länsiväylän Dynamo,LoPa/2,2,0,6,20,1
EsPa/keltavihree,BK-46/Hobby,4,2,6,20,1
LoPa/2,RPS 32,4,0,6,20,1
ViTa,EsPa/keltavihree,1,8,6,20,1
FC Slimmit,Tikka/2,0,4,6,20,1
BK-46/Hobby,HooGee/Hodari,4,2,6,20,1
FC WILD,FC Kirkkonummi/3,3,1,6,20,1
KJS,Länsiväylän Dynamo,3,4,6,20,1
Tikka/2,BK-46/Hobby,4,2,6,20,1
LJS/Reservi,FC Slimmit,5,1,6,20,1
HooGee/Hodari,ViTa,0,0,6,20,1
Länsiväylän Dynamo,FC WILD,0,9,6,20,1
RPS 32,KJS,2,0,6,20,1
EsPa/keltavihree,LoPa/2,10,0,6,20,1
BK-46/Hobby,LJS/Reservi,3,1,6,20,1
FC Kirkkonummi/3,Länsiväylän Dynamo,5,0,6,20,1
ViTa,Tikka/2,2,1,6,20,1
FC WILD,RPS 32,8,1,6,20,1
LoPa/2,HooGee/Hodari,3,1,6,20,1
KJS,EsPa/keltavihree,0,4,6,20,1
HooGee/Hodari,FC Slimmit,1,1,6,20,1
LePa/3,Geishan Pallo,0,5,6,20,2
NJS/3,FC Juvantus,3,0,6,20,2
AC Rastaala,EsPa/United,4,3,6,20,2
Vermo Vikings,FC Babylon/2,1,3,6,20,2
Kasiysi/Rovers,Kilo IF/2,4,2,6,20,2
FC POHU/Alisuoritus,FC Samba,2,3,6,20,2
FC Babylon/2,NJS/3,1,2,6,20,2
KeiKa,Kasiysi/Rovers,1,0,6,20,2
Geishan Pallo,Vermo Vikings,1,0,6,20,2
EsPa/United,FC POHU/Alisuoritus,1,1,6,20,2
FC Samba,LePa/3,3,0,6,20,2
Kilo IF/2,AC Rastaala,0,1,6,20,2
LePa/3,EsPa/United,1,3,6,20,2
FC Juvantus,FC Babylon/2,0,9,6,20,2
Vermo Vikings,FC Samba,3,2,6,20,2
NJS/3,Geishan Pallo,2,2,6,20,2
AC Rastaala,KeiKa,3,1,6,20,2
FC POHU/Alisuoritus,Kilo IF/2,2,1,6,20,2
KeiKa,FC POHU/Alisuoritus,3,1,6,20,2
EsPa/United,Vermo Vikings,5,2,6,20,2
FC Samba,NJS/3,0,7,6,20,2
Kasiysi/Rovers,AC Rastaala,1,1,6,20,2
Geishan Pallo,FC Juvantus,4,1,6,20,2
Kilo IF/2,LePa/3,4,5,6,20,2
LePa/3,KeiKa,1,3,6,20,2
Vermo Vikings,Kilo IF/2,0,1,6,20,2
FC Babylon/2,Geishan Pallo,1,1,6,20,2
FC Juvantus,FC Samba,3,7,6,20,2
NJS/3,EsPa/United,3,4,6,20,2
FC POHU/Alisuoritus,Kasiysi/Rovers,5,4,6,20,2
EsPa/United,FC Juvantus,7,1,6,20,2
KeiKa,Vermo Vikings,0,3,6,20,2
FC Samba,FC Babylon/2,3,8,6,20,2
Kilo IF/2,NJS/3,0,9,6,20,2
AC Rastaala,FC POHU/Alisuoritus,6,1,6,20,2
Kasiysi/Rovers,LePa/3,2,7,6,20,2
FC Babylon/2,EsPa/United,2,0,6,20,2
NJS/3,KeiKa,4,0,6,20,2
LePa/3,AC Rastaala,1,3,6,20,2
Vermo Vikings,Kasiysi/Rovers,1,0,6,20,2
Geishan Pallo,FC Samba,4,2,6,20,2
FC Juvantus,Kilo IF/2,0,2,6,20,2
KeiKa,FC Juvantus,4,0,6,20,2
EsPa/United,Geishan Pallo,3,1,6,20,2
AC Rastaala,Vermo Vikings,2,0,6,20,2
FC POHU/Alisuoritus,LePa/3,3,1,6,20,2
Kasiysi/Rovers,NJS/3,0,3,6,20,2
Kilo IF/2,FC Babylon/2,1,2,6,20,2
FC Babylon/2,KeiKa,5,1,6,20,2
Vermo Vikings,FC POHU/Alisuoritus,7,1,6,20,2
NJS/3,AC Rastaala,0,4,6,20,2
FC Samba,EsPa/United,1,3,6,20,2
FC Juvantus,Kasiysi/Rovers,0,2,6,20,2
Geishan Pallo,Kilo IF/2,2,5,6,20,2
Kasiysi/Rovers,FC Babylon/2,0,3,6,20,2
LePa/3,Vermo Vikings,1,0,6,20,2
KeiKa,Geishan Pallo,5,1,6,20,2
AC Rastaala,FC Juvantus,8,0,6,20,2
FC POHU/Alisuoritus,NJS/3,2,9,6,20,2
Kilo IF/2,FC Samba,0,3,6,20,2
EsPa/United,Kilo IF/2,2,1,6,20,2
NJS/3,LePa/3,4,0,6,20,2
FC Samba,KeiKa,2,2,6,20,2
FC Babylon/2,AC Rastaala,1,1,6,20,2
Geishan Pallo,Kasiysi/Rovers,1,1,6,20,2
FC Juvantus,FC POHU/Alisuoritus,1,1,6,20,2
KeiKa,EsPa/United,0,1,6,20,2
FC POHU/Alisuoritus,FC Babylon/2,1,5,6,20,2
LePa/3,FC Juvantus,2,1,6,20,2
AC Rastaala,Geishan Pallo,4,0,6,20,2
Vermo Vikings,NJS/3,1,3,6,20,2
Kasiysi/Rovers,FC Samba,0,1,6,20,2
EsPa/United,Kasiysi/Rovers,4,1,6,20,2
Geishan Pallo,FC POHU/Alisuoritus,3,0,6,20,2
FC Juvantus,Vermo Vikings,0,4,6,20,2
FC Samba,AC Rastaala,0,9,6,20,2
Kilo IF/2,KeiKa,3,4,6,20,2
FC Babylon/2,LePa/3,5,1,6,20,2
Tavastia,HDS/Express,7,0,6,20,4
FC Helsinki 2020,HeMan,0,1,6,20,4
PETO/2,AFC EMU/Akatemia,4,0,6,20,4
Kurvin Vauhti/Partiz,FC POHU/Atl Koffari,2,2,6,20,4
HPS/Jägers,FC Fortuna/Itä,5,9,6,20,4
Kullervo/Überkleber,HJK/Töölö,0,2,6,20,4
FC Fortuna/Itä,FC Helsinki 2020,1,2,6,20,4
HDS/Express,PETO/2,1,2,6,20,4
HeMan,Kurvin Vauhti/Partiz,1,3,6,20,4
AFC EMU/Akatemia,HPS/Jägers,0,7,6,20,4
HJK/Töölö,Tavastia,1,5,6,20,4
PPJ/Lauttasaari,Kullervo/Überkleber,5,0,6,20,4
Kurvin Vauhti/Partiz,PPJ/Lauttasaari,1,1,6,20,4
FC POHU/Atl Koffari,HeMan,4,3,6,20,4
Kurvin Vauhti/Partiz,FC Fortuna/Itä,2,4,6,20,4
Tavastia,PPJ/Lauttasaari,2,1,6,20,4
FC Helsinki 2020,AFC EMU/Akatemia,2,0,6,20,4
HPS/Jägers,HDS/Express,7,0,6,20,4
PETO/2,HJK/Töölö,0,1,6,20,4
FC Fortuna/Itä,FC POHU/Atl Koffari,8,2,6,20,4
Kullervo/Überkleber,Tavastia,1,8,6,20,4
PPJ/Lauttasaari,PETO/2,3,1,6,20,4
HDS/Express,FC Helsinki 2020,1,1,6,20,4
AFC EMU/Akatemia,Kurvin Vauhti/Partiz,1,5,6,20,4
HJK/Töölö,HPS/Jägers,2,5,6,20,4
FC POHU/Atl Koffari,AFC EMU/Akatemia,2,1,6,20,4
Kurvin Vauhti/Partiz,HDS/Express,4,0,6,20,4
HeMan,FC Fortuna/Itä,3,0,6,20,4
PETO/2,Kullervo/Überkleber,3,1,6,20,4
FC Helsinki 2020,HJK/Töölö,1,2,6,20,4
HPS/Jägers,PPJ/Lauttasaari,2,4,6,20,4
Kullervo/Überkleber,HPS/Jägers,2,1,6,20,4
Tavastia,PETO/2,2,1,6,20,4
PPJ/Lauttasaari,FC Helsinki 2020,1,1,6,20,4
HDS/Express,FC POHU/Atl Koffari,2,4,6,20,4
AFC EMU/Akatemia,HeMan,1,2,6,20,4
HJK/Töölö,Kurvin Vauhti/Partiz,1,3,6,20,4
FC Fortuna/Itä,AFC EMU/Akatemia,1,3,6,20,4
HPS/Jägers,Tavastia,2,4,6,20,4
FC Helsinki 2020,Kullervo/Überkleber,4,2,6,20,4
HeMan,HDS/Express,1,3,6,20,4
FC POHU/Atl Koffari,HJK/Töölö,3,0,6,20,4
AFC EMU/Akatemia,HDS/Express,0,1,6,20,4
PETO/2,HPS/Jägers,1,1,6,20,4
Tavastia,FC Helsinki 2020,1,0,6,20,4
HJK/Töölö,HeMan,2,1,6,20,4
PPJ/Lauttasaari,FC POHU/Atl Koffari,1,0,6,20,4
HDS/Express,FC Fortuna/Itä,1,0,6,20,4
Kullervo/Überkleber,Kurvin Vauhti/Partiz,0,4,6,20,4
HeMan,PPJ/Lauttasaari,1,5,6,20,4
FC Helsinki 2020,PETO/2,3,0,6,20,4
FC POHU/Atl Koffari,Kullervo/Überkleber,4,1,6,20,4
FC Fortuna/Itä,HJK/Töölö,2,1,6,20,4
Kurvin Vauhti/Partiz,Tavastia,3,2,6,20,4
HJK/Töölö,AFC EMU/Akatemia,1,0,6,20,4
Kullervo/Überkleber,HeMan,3,0,6,20,4
HPS/Jägers,FC Helsinki 2020,0,2,6,20,4
PPJ/Lauttasaari,FC Fortuna/Itä,3,0,6,20,4
PETO/2,Kurvin Vauhti/Partiz,1,1,6,20,4
Tavastia,FC POHU/Atl Koffari,5,1,6,20,4
FC Fortuna/Itä,Kullervo/Überkleber,9,1,6,20,4
Kurvin Vauhti/Partiz,HPS/Jägers,2,7,6,20,4
HeMan,Tavastia,1,2,6,20,4
FC POHU/Atl Koffari,PETO/2,1,3,6,20,4
AFC EMU/Akatemia,PPJ/Lauttasaari,0,2,6,20,4
HDS/Express,HJK/Töölö,0,4,6,20,4
HPS/Jägers,FC POHU/Atl Koffari,3,2,6,20,4
Tavastia,FC Fortuna/Itä,2,1,6,20,4
PETO/2,HeMan,2,2,6,20,4
PPJ/Lauttasaari,HDS/Express,3,2,6,20,4
FC Helsinki 2020,Kurvin Vauhti/Partiz,0,3,6,20,4
HeMan,HPS/Jägers,2,5,6,20,4
HDS/Express,Kullervo/Überkleber,1,2,6,20,4
AFC EMU/Akatemia,Tavastia,0,7,6,20,4
FC Fortuna/Itä,PETO/2,4,0,6,20,4
HJK/Töölö,PPJ/Lauttasaari,0,1,6,20,4
FC POHU/Atl Koffari,FC Helsinki 2020,4,0,6,20,4
Ponnistus/Peruskallio,KPPK,3,2,6,20,5
HePuLi,Ruila,8,1,6,20,5
Trikiinit,Gnistan/Roots,0,3,6,20,5
Tavastia/FC Mojo,FC KaKe,0,1,6,20,5
FC Kobane,ToTe/Keparoi,3,1,6,20,5
LPS/2,FC Spede,1,0,6,20,5
PK-35/Legendat,Tavastia/FC Mojo,2,2,6,20,5
ToTe/Keparoi,HePuLi,1,3,6,20,5
FC KaKe,Ponnistus/Peruskallio,2,1,6,20,5
Gnistan/Roots,FC Kobane,2,2,6,20,5
KPPK,LPS/2,1,2,6,20,5
FC Spede,Trikiinit,2,3,6,20,5
LPS/2,FC KaKe,3,0,6,20,5
Trikiinit,KPPK,0,6,6,20,5
HePuLi,Gnistan/Roots,4,3,6,20,5
FC Kobane,FC Spede,3,1,6,20,5
Ruila,ToTe/Keparoi,1,2,6,20,5
Tavastia/FC Mojo,Ponnistus/Peruskallio,1,7,6,20,5
PK-35/Legendat,LPS/2,3,5,6,20,5
Gnistan/Roots,Ruila,3,0,6,20,5
FC KaKe,Trikiinit,6,0,6,20,5
FC Spede,HePuLi,0,1,6,20,5
ToTe/Keparoi,Gnistan/Roots,2,2,6,20,5
KPPK,FC Kobane,3,0,6,20,5
Ponnistus/Peruskallio,PK-35/Legendat,1,3,6,20,5
Trikiinit,PK-35/Legendat,2,2,6,20,5
FC Kobane,FC KaKe,0,2,6,20,5
HePuLi,KPPK,3,0,6,20,5
Ruila,FC Spede,0,4,6,20,5
PK-35/Legendat,FC Kobane,0,8,6,20,5
Ponnistus/Peruskallio,LPS/2,1,5,6,20,5
Tavastia/FC Mojo,Trikiinit,1,1,6,20,5
KPPK,Ruila,3,0,6,20,5
FC KaKe,HePuLi,3,3,6,20,5
FC Spede,ToTe/Keparoi,1,1,6,20,5
ToTe/Keparoi,KPPK,0,0,6,20,5
Trikiinit,Ponnistus/Peruskallio,2,0,6,20,5
Gnistan/Roots,FC Spede,1,0,6,20,5
FC Kobane,Tavastia/FC Mojo,7,0,6,20,5
Ruila,FC KaKe,0,3,6,20,5
HePuLi,PK-35/Legendat,4,0,6,20,5
Tavastia/FC Mojo,HePuLi,1,2,6,20,5
Ponnistus/Peruskallio,FC Kobane,0,0,6,20,5
KPPK,Gnistan/Roots,2,0,6,20,5
FC KaKe,ToTe/Keparoi,2,2,6,20,5
PK-35/Legendat,Ruila,2,1,6,20,5
LPS/2,Trikiinit,5,0,6,20,5
FC Spede,KPPK,0,2,6,20,5
Ruila,Tavastia/FC Mojo,0,2,6,20,5
Gnistan/Roots,FC KaKe,1,1,6,20,5
ToTe/Keparoi,PK-35/Legendat,0,2,6,20,5
HePuLi,Ponnistus/Peruskallio,2,2,6,20,5
FC Kobane,LPS/2,4,1,6,20,5
Tavastia/FC Mojo,ToTe/Keparoi,4,0,6,20,5
FC KaKe,FC Spede,2,1,6,20,5
PK-35/Legendat,Gnistan/Roots,0,2,6,20,5
Ponnistus/Peruskallio,Ruila,4,1,6,20,5
LPS/2,HePuLi,1,1,6,20,5
ToTe/Keparoi,Ponnistus/Peruskallio,1,0,6,20,5
KPPK,FC KaKe,0,0,6,20,5
Ruila,LPS/2,1,4,6,20,5
Gnistan/Roots,Tavastia/FC Mojo,0,4,6,20,5
HePuLi,Trikiinit,4,0,6,20,5
FC Spede,PK-35/Legendat,0,2,6,20,5
Tavastia/FC Mojo,FC Spede,2,1,6,20,5
PK-35/Legendat,KPPK,2,6,6,20,5
Trikiinit,Ruila,3,2,6,20,5
Ponnistus/Peruskallio,Gnistan/Roots,5,0,6,20,5
FC Kobane,HePuLi,0,0,6,20,5
FC KaKe,PK-35/Legendat,2,1,6,20,5
Gnistan/Roots,LPS/2,1,3,6,20,5
ToTe/Keparoi,Trikiinit,1,0,6,20,5
KPPK,Tavastia/FC Mojo,4,0,6,20,5
Ruila,FC Kobane,0,4,6,20,5
FC Spede,Ponnistus/Peruskallio,0,3,6,20,5
LPS/2,ToTe/Keparoi,6,2,6,20,5
HerTo/3,FC AK,1,2,6,20,7
Ruisku/Juniors,KOPSE/NMI,3,1,6,20,7
Ponnistus/Kermaa,FC POHU/JäPa,0,6,6,20,7
FC Wartti/WB,PPS/Diablos Rojos,2,1,6,20,7
FC POHU/Shrimps,I-HK/Sensaatio,0,1,6,20,7
SUMU/Prospect,FC Kontu/KoVa,1,3,6,20,7
TiPS/3,FC POHU/Shrimps,6,0,6,20,7
I-HK/Sensaatio,SUMU/Prospect,3,1,6,20,7
FC AK,Ponnistus/Kermaa,0,3,6,20,7
FC POHU/JäPa,Ruisku/Juniors,3,1,6,20,7
FC Kontu/KoVa,FC Wartti/WB,2,3,6,20,7
FC Wartti/WB,I-HK/Sensaatio,3,1,6,20,7
KOPSE/NMI,FC POHU/JäPa,1,6,6,20,7
HerTo/3,FC Kontu/KoVa,2,4,6,20,7
Ruisku/Juniors,FC AK,1,2,6,20,7
Ponnistus/Kermaa,PPS/Diablos Rojos,2,3,6,20,7
SUMU/Prospect,TiPS/3,1,4,6,20,7
I-HK/Sensaatio,HerTo/3,0,3,6,20,7
TiPS/3,FC Wartti/WB,4,1,6,20,7
FC AK,KOPSE/NMI,0,1,6,20,7
PPS/Diablos Rojos,Ruisku/Juniors,2,1,6,20,7
FC POHU/Shrimps,SUMU/Prospect,2,2,6,20,7
FC Kontu/KoVa,Ponnistus/Kermaa,0,1,6,20,7
Ponnistus/Kermaa,I-HK/Sensaatio,2,2,6,20,7
HerTo/3,TiPS/3,0,1,6,20,7
FC Wartti/WB,FC POHU/Shrimps,1,0,6,20,7
Ruisku/Juniors,FC Kontu/KoVa,6,3,6,20,7
KOPSE/NMI,PPS/Diablos Rojos,5,7,6,20,7
FC POHU/JäPa,FC AK,3,0,6,20,7
I-HK/Sensaatio,Ruisku/Juniors,1,1,6,20,7
TiPS/3,Ponnistus/Kermaa,3,1,6,20,7
PPS/Diablos Rojos,FC POHU/JäPa,2,0,6,20,7
FC POHU/Shrimps,HerTo/3,0,3,6,20,7
FC Kontu/KoVa,KOPSE/NMI,0,1,6,20,7
KOPSE/NMI,I-HK/Sensaatio,0,0,6,20,7
FC AK,PPS/Diablos Rojos,2,3,6,20,7
Ponnistus/Kermaa,FC POHU/Shrimps,2,2,6,20,7
HerTo/3,SUMU/Prospect,2,0,6,20,7
Ruisku/Juniors,TiPS/3,2,2,6,20,7
FC POHU/JäPa,FC Kontu/KoVa,7,2,6,20,7
TiPS/3,KOPSE/NMI,3,2,6,20,7
