team_home,team_away,goals_home,goals_away,season,league_division,group
Kurvin Vauhti/Partiz,TöTa/FC Mauskis,0,1,24,6,3
HJK/Töölön Ihme,FC POHU/Gettopojat,1,7,24,6,3
HeMan,PPJ/Faijat Jätkäsaari,1,2,24,6,3
TöTa/FC Mauskis,FC Dons/Akatemia,1,0,24,6,3
FC POHU/Gettopojat,Pessoas Boas,1,0,24,6,3
FC FC,HJK/Töölön Ihme,5,3,24,6,3
FC ST4Y,Kurvin Vauhti/Partiz,2,2,24,6,3
PPJ/Faijat Jätkäsaari,FC POHU/Gettopojat,0,3,24,6,3
FC Dons/Akatemia,HeMan,2,1,24,6,3
Pessoas Boas,TöTa/FC Mauskis,3,0,24,6,3
Kurvin Vauhti/Partiz,FC FC,0,2,24,6,3
HJK/Töölön Ihme,FC ST4Y,0,6,24,6,3
FC POHU/Gettopojat,FC FC,3,2,24,6,3
FC Dons/Akatemia,Kurvin Vauhti/Partiz,0,2,24,6,3
HeMan,Pessoas Boas,0,2,24,6,3
TöTa/FC Mauskis,HJK/Töölön Ihme,2,1,24,6,3
FC ST4Y,PPJ/Faijat Jätkäsaari,5,0,24,6,3
PPJ/Faijat Jätkäsaari,FC Dons/Akatemia,2,2,24,6,3
FC POHU/Gettopojat,TöTa/FC Mauskis,2,0,24,6,3
HJK/Töölön Ihme,Kurvin Vauhti/Partiz,1,1,24,6,3
Pessoas Boas,FC ST4Y,0,3,24,6,3
HeMan,HJK/Töölön Ihme,2,1,24,6,3
FC Dons/Akatemia,FC POHU/Gettopojat,1,2,24,6,3
Kurvin Vauhti/Partiz,Pessoas Boas,0,2,24,6,3
TöTa/FC Mauskis,PPJ/Faijat Jätkäsaari,2,0,24,6,3
FC ST4Y,FC FC,6,1,24,6,3
HeMan,FC POHU/Gettopojat,2,2,24,6,3
FC FC,FC Dons/Akatemia,0,1,24,6,3
HJK/Töölön Ihme,Pessoas Boas,2,2,24,6,3
Kurvin Vauhti/Partiz,PPJ/Faijat Jätkäsaari,1,2,24,6,3
FC ST4Y,TöTa/FC Mauskis,1,0,24,6,3
PPJ/Faijat Jätkäsaari,HJK/Töölön Ihme,1,3,24,6,3
FC POHU/Gettopojat,Kurvin Vauhti/Partiz,6,1,24,6,3
TöTa/FC Mauskis,HeMan,3,2,24,6,3
Pessoas Boas,FC FC,3,0,24,6,3
FC Dons/Akatemia,FC ST4Y,1,2,24,6,3
Pessoas Boas,PPJ/Faijat Jätkäsaari,2,2,24,6,3
HJK/Töölön Ihme,FC Dons/Akatemia,1,5,24,6,3
Kurvin Vauhti/Partiz,HeMan,1,2,24,6,3
FC FC,TöTa/FC Mauskis,4,0,24,6,3
FC ST4Y,FC POHU/Gettopojat,1,1,24,6,3
HJK/Töölön Ihme,FC FC,2,5,24,6,3
FC Dons/Akatemia,TöTa/FC Mauskis,0,2,24,6,3
Pessoas Boas,FC POHU/Gettopojat,1,4,24,6,3
PPJ/Faijat Jätkäsaari,FC FC,3,2,24,6,3
HeMan,FC ST4Y,2,7,24,6,3
FC Dons/Akatemia,Pessoas Boas,1,2,24,6,3
FC POHU/Gettopojat,HJK/Töölön Ihme,3,3,24,6,3
TöTa/FC Mauskis,Kurvin Vauhti/Partiz,3,3,24,6,3
Kurvin Vauhti/Partiz,FC ST4Y,0,0,24,6,3
PPJ/Faijat Jätkäsaari,HeMan,2,0,24,6,3
Kurvin Vauhti/Partiz,FC POHU/Gettopojat,2,3,24,6,3
HeMan,FC Dons/Akatemia,0,5,24,6,3
TöTa/FC Mauskis,Pessoas Boas,0,1,24,6,3
FC POHU/Gettopojat,PPJ/Faijat Jätkäsaari,2,2,24,6,3
FC ST4Y,HJK/Töölön Ihme,7,0,24,6,3
FC FC,Kurvin Vauhti/Partiz,3,1,24,6,3
PPJ/Faijat Jätkäsaari,FC ST4Y,0,7,24,6,3
Pessoas Boas,HeMan,2,0,24,6,3
HJK/Töölön Ihme,TöTa/FC Mauskis,1,2,24,6,3
FC FC,FC POHU/Gettopojat,3,6,24,6,3
Kurvin Vauhti/Partiz,FC Dons/Akatemia,2,0,24,6,3
FC Dons/Akatemia,PPJ/Faijat Jätkäsaari,2,0,24,6,3
TöTa/FC Mauskis,FC POHU/Gettopojat,3,2,24,6,3
FC ST4Y,Pessoas Boas,3,1,24,6,3
Kurvin Vauhti/Partiz,HJK/Töölön Ihme,2,0,24,6,3
HeMan,FC FC,0,3,24,6,3
PPJ/Faijat Jätkäsaari,TöTa/FC Mauskis,1,2,24,6,3
FC POHU/Gettopojat,FC Dons/Akatemia,3,1,24,6,3
Pessoas Boas,Kurvin Vauhti/Partiz,1,1,24,6,3
FC FC,FC ST4Y,1,2,24,6,3
HJK/Töölön Ihme,HeMan,1,4,24,6,3
FC FC,Pessoas Boas,1,3,24,6,3
FC POHU/Gettopojat,HeMan,2,1,24,6,3
FC Dons/Akatemia,FC FC,1,2,24,6,3
Pessoas Boas,HJK/Töölön Ihme,5,1,24,6,3
TöTa/FC Mauskis,FC ST4Y,1,2,24,6,3
HeMan,TöTa/FC Mauskis,2,0,24,6,3
FC ST4Y,FC Dons/Akatemia,1,0,24,6,3
HJK/Töölön Ihme,PPJ/Faijat Jätkäsaari,0,1,24,6,3
PPJ/Faijat Jätkäsaari,Kurvin Vauhti/Partiz,2,1,24,6,3
Strikers/Bertil,FC POHU/Shrimps,9,0,24,6,4
Ponnistus/Kermaa,PK-35/Legendat,2,7,24,6,4
FC POHU/United,KPPK,2,0,24,6,4
HJK/Kantsu 94,HH Palloveikot,3,1,24,6,4
Strikers/Bertil,HPS/Jägers,1,0,24,6,4
FC Puimur,FC POHU/Shrimps,1,2,24,6,4
FC POHU/United,FC POHU/Shrimps,9,0,24,6,4
HPS/Jägers,FC Puimur,2,0,24,6,4
KPPK,HJK/Kantsu 94,2,1,24,6,4
PK-35/Legendat,Strikers/Bertil,7,2,24,6,4
HH Palloveikot,Ponnistus/Kermaa,2,3,24,6,4
FC POHU/United,Ponnistus/Kermaa,3,0,24,6,4
FC POHU/Shrimps,KPPK,0,10,24,6,4
HJK/Kantsu 94,Strikers/Bertil,3,1,24,6,4
HH Palloveikot,HPS/Jägers,3,1,24,6,4
FC Puimur,PK-35/Legendat,0,9,24,6,4
FC POHU/United,Strikers/Bertil,4,0,24,6,4
HPS/Jägers,FC POHU/Shrimps,9,1,24,6,4
PK-35/Legendat,HJK/Kantsu 94,5,2,24,6,4
KPPK,HH Palloveikot,2,2,24,6,4
Ponnistus/Kermaa,FC Puimur,3,0,24,6,4
FC Puimur,HH Palloveikot,2,4,24,6,4
PK-35/Legendat,FC POHU/United,4,2,24,6,4
HJK/Kantsu 94,HPS/Jägers,1,6,24,6,4
Strikers/Bertil,KPPK,1,2,24,6,4
FC POHU/Shrimps,Ponnistus/Kermaa,0,2,24,6,4
HPS/Jägers,KPPK,0,2,24,6,4
FC Puimur,HJK/Kantsu 94,1,6,24,6,4
Ponnistus/Kermaa,Strikers/Bertil,2,1,24,6,4
PK-35/Legendat,FC POHU/Shrimps,12,1,24,6,4
HH Palloveikot,FC POHU/United,0,5,24,6,4
HPS/Jägers,FC POHU/United,2,5,24,6,4
FC POHU/Shrimps,HH Palloveikot,0,7,24,6,4
KPPK,PK-35/Legendat,1,0,24,6,4
Strikers/Bertil,FC Puimur,4,2,24,6,4
HJK/Kantsu 94,Ponnistus/Kermaa,2,0,24,6,4
FC POHU/Shrimps,Strikers/Bertil,0,5,24,6,4
FC POHU/United,FC Puimur,11,1,24,6,4
HPS/Jägers,PK-35/Legendat,0,2,24,6,4
FC POHU/Shrimps,HJK/Kantsu 94,1,9,24,6,4
KPPK,Ponnistus/Kermaa,2,1,24,6,4
HH Palloveikot,Strikers/Bertil,2,0,24,6,4
HJK/Kantsu 94,FC POHU/United,0,5,24,6,4
Ponnistus/Kermaa,HPS/Jägers,2,3,24,6,4
PK-35/Legendat,HH Palloveikot,3,0,24,6,4
FC Puimur,KPPK,1,3,24,6,4
HPS/Jägers,Strikers/Bertil,3,0,24,6,4
FC POHU/Shrimps,FC Puimur,0,1,24,6,4
PK-35/Legendat,Ponnistus/Kermaa,4,1,24,6,4
HH Palloveikot,HJK/Kantsu 94,2,1,24,6,4
KPPK,FC POHU/United,0,3,24,6,4
Ponnistus/Kermaa,FC POHU/United,0,2,24,6,4
KPPK,HPS/Jägers,1,0,24,6,4
Strikers/Bertil,HJK/Kantsu 94,3,0,24,6,4
KPPK,FC Puimur,7,4,24,6,4
Ponnistus/Kermaa,HH Palloveikot,5,1,24,6,4
Strikers/Bertil,PK-35/Legendat,3,0,24,6,4
FC Puimur,HPS/Jägers,2,11,24,6,4
HJK/Kantsu 94,KPPK,1,3,24,6,4
FC POHU/Shrimps,FC POHU/United,0,6,24,6,4
KPPK,FC POHU/Shrimps,5,0,24,6,4
PK-35/Legendat,FC Puimur,8,1,24,6,4
HPS/Jägers,HH Palloveikot,3,3,24,6,4
Strikers/Bertil,FC POHU/United,0,0,24,6,4
HH Palloveikot,KPPK,1,1,24,6,4
FC POHU/Shrimps,HPS/Jägers,1,5,24,6,4
HJK/Kantsu 94,PK-35/Legendat,2,4,24,6,4
FC Puimur,Ponnistus/Kermaa,1,3,24,6,4
HPS/Jägers,HJK/Kantsu 94,3,2,24,6,4
KPPK,Strikers/Bertil,1,4,24,6,4
Ponnistus/Kermaa,FC POHU/Shrimps,3,1,24,6,4
HH Palloveikot,FC Puimur,4,0,24,6,4
Strikers/Bertil,Ponnistus/Kermaa,6,0,24,6,4
FC POHU/Shrimps,PK-35/Legendat,3,8,24,6,4
HJK/Kantsu 94,FC Puimur,2,4,24,6,4
FC POHU/United,HH Palloveikot,4,2,24,6,4
PK-35/Legendat,KPPK,1,4,24,6,4
FC POHU/United,HPS/Jägers,3,0,24,6,4
FC Puimur,Strikers/Bertil,1,2,24,6,4
Ponnistus/Kermaa,HJK/Kantsu 94,2,4,24,6,4
HH Palloveikot,FC POHU/Shrimps,8,1,24,6,4
FC POHU/United,PK-35/Legendat,4,0,24,6,4
HJK/Kantsu 94,FC POHU/Shrimps,1,2,24,6,4
Ponnistus/Kermaa,KPPK,2,3,24,6,4
PK-35/Legendat,HPS/Jägers,1,1,24,6,4
Strikers/Bertil,HH Palloveikot,2,0,24,6,4
FC Puimur,FC POHU/United,1,6,24,6,4
HH Palloveikot,PK-35/Legendat,1,3,24,6,4
FC POHU/United,HJK/Kantsu 94,1,1,24,6,4
HPS/Jägers,Ponnistus/Kermaa,2,1,24,6,4
Kullervo/Mosaic,Käpylä Maanantai,0,0,24,6,5
FC Juvantus,LPS/reservi,0,1,24,6,5
FC POHU/Atl Koffari,FC Germania/Akademie,1,2,24,6,5
FC City,StaPa De Royale,0,8,24,6,5
Kulps,Ponnistus/Peruskallio,2,2,24,6,5
Käpylä Maanantai,Kulps,3,2,24,6,5
StaPa De Royale,FC Juvantus,10,0,24,6,5
FC Germania/Akademie,Kullervo/Mosaic,2,2,24,6,5
Ponnistus/Peruskallio,FC City,2,3,24,6,5
Kulps,FC Germania/Akademie,0,2,24,6,5
FC Juvantus,Kullervo/Mosaic,0,3,24,6,5
LPS/reservi,Käpylä Maanantai,6,1,24,6,5
FC City,FC POHU/Atl Koffari,4,0,24,6,5
Ponnistus/Peruskallio,StaPa De Royale,0,6,24,6,5
FC POHU/Atl Koffari,Kulps,3,0,24,6,5
FC Germania/Akademie,FC Juvantus,3,2,24,6,5
Käpylä Maanantai,Ponnistus/Peruskallio,2,1,24,6,5
StaPa De Royale,LPS/reservi,2,2,24,6,5
Kullervo/Mosaic,FC City,1,2,24,6,5
Kullervo/Mosaic,StaPa De Royale,1,5,24,6,5
Ponnistus/Peruskallio,FC POHU/Atl Koffari,4,1,24,6,5
FC City,FC Germania/Akademie,3,2,24,6,5
FC Juvantus,Käpylä Maanantai,2,0,24,6,5
Kulps,LPS/reservi,1,4,24,6,5
Kulps,FC Juvantus,2,1,24,6,5
Käpylä Maanantai,StaPa De Royale,0,5,24,6,5
FC POHU/Atl Koffari,Kullervo/Mosaic,1,3,24,6,5
FC Germania/Akademie,Ponnistus/Peruskallio,0,1,24,6,5
StaPa De Royale,FC Germania/Akademie,7,0,24,6,5
FC Juvantus,FC POHU/Atl Koffari,1,4,24,6,5
FC City,Käpylä Maanantai,4,1,24,6,5
Kullervo/Mosaic,Kulps,2,0,24,6,5
Ponnistus/Peruskallio,LPS/reservi,1,14,24,6,5
StaPa De Royale,FC POHU/Atl Koffari,14,0,24,6,5
FC City,Kulps,5,1,24,6,5
Ponnistus/Peruskallio,FC Juvantus,2,1,24,6,5
Käpylä Maanantai,FC Germania/Akademie,2,2,24,6,5
LPS/reservi,Kullervo/Mosaic,1,1,24,6,5
Kullervo/Mosaic,Ponnistus/Peruskallio,5,1,24,6,5
Kulps,StaPa De Royale,1,5,24,6,5
FC Juvantus,FC City,2,2,24,6,5
FC POHU/Atl Koffari,Käpylä Maanantai,2,2,24,6,5
FC Germania/Akademie,LPS/reservi,0,8,24,6,5
Kullervo/Mosaic,FC Juvantus,3,2,24,6,5
StaPa De Royale,FC City,10,2,24,6,5
LPS/reservi,FC Juvantus,9,0,24,6,5
FC Germania/Akademie,FC POHU/Atl Koffari,3,1,24,6,5
Ponnistus/Peruskallio,Kulps,1,2,24,6,5
Käpylä Maanantai,Kullervo/Mosaic,3,3,24,6,5
Ponnistus/Peruskallio,Kullervo/Mosaic,0,1,24,6,5
StaPa De Royale,Ponnistus/Peruskallio,9,0,24,6,5
Käpylä Maanantai,LPS/reservi,1,2,24,6,5
Kullervo/Mosaic,FC Germania/Akademie,2,0,24,6,5
Kulps,Käpylä Maanantai,0,5,24,6,5
FC City,Ponnistus/Peruskallio,1,3,24,6,5
FC Juvantus,StaPa De Royale,0,3,24,6,5
FC POHU/Atl Koffari,FC City,2,3,24,6,5
FC Germania/Akademie,Kulps,2,2,24,6,5
FC City,LPS/reservi,2,13,24,6,5
Kulps,FC POHU/Atl Koffari,0,2,24,6,5
FC City,Kullervo/Mosaic,2,2,24,6,5
FC Juvantus,FC Germania/Akademie,0,2,24,6,5
Ponnistus/Peruskallio,Käpylä Maanantai,1,3,24,6,5
LPS/reservi,StaPa De Royale,1,1,24,6,5
Käpylä Maanantai,FC Juvantus,0,1,24,6,5
FC POHU/Atl Koffari,Ponnistus/Peruskallio,3,1,24,6,5
LPS/reservi,Kulps,13,0,24,6,5
StaPa De Royale,Kullervo/Mosaic,2,1,24,6,5
FC Germania/Akademie,FC City,2,6,24,6,5
StaPa De Royale,Käpylä Maanantai,8,0,24,6,5
Ponnistus/Peruskallio,FC Germania/Akademie,3,2,24,6,5
FC Juvantus,Kulps,2,1,24,6,5
Kullervo/Mosaic,FC POHU/Atl Koffari,1,1,24,6,5
LPS/reservi,Ponnistus/Peruskallio,8,1,24,6,5
Kulps,Kullervo/Mosaic,2,1,24,6,5
FC POHU/Atl Koffari,FC Juvantus,2,3,24,6,5
FC Germania/Akademie,StaPa De Royale,0,6,24,6,5
Käpylä Maanantai,FC City,2,5,24,6,5
FC Germania/Akademie,Käpylä Maanantai,0,0,24,6,5
Kullervo/Mosaic,LPS/reservi,0,3,24,6,5
Kulps,FC City,1,5,24,6,5
FC Juvantus,Ponnistus/Peruskallio,2,3,24,6,5
FC POHU/Atl Koffari,StaPa De Royale,0,1,24,6,5
FC City,FC Juvantus,8,3,24,6,5
StaPa De Royale,Kulps,10,0,24,6,5
Käpylä Maanantai,FC POHU/Atl Koffari,2,1,24,6,5
LPS/reservi,FC Germania/Akademie,11,0,24,6,5
FC Haxi,FC Kontu/ST,2,2,24,6,6
Andalus FC/Alpujarra,Jokerit FC/2,3,3,24,6,6
Veijarit,HerTo/3,3,2,24,6,6
FC Mango,AFC EMU,3,1,24,6,6
HerTo/3,Veijarit,4,0,24,6,6
FC Kontu/ST,Veijarit,2,1,24,6,6
AFC EMU,FC Haxi,2,7,24,6,6
Jokerit FC/2,FC Mango,1,4,24,6,6
HerTo/3,AC StaSi,3,2,24,6,6
AC StaSi,FC Mango,1,1,24,6,6
FC Haxi,Jokerit FC/2,9,0,24,6,6
FC Kontu/ST,HerTo/3,1,0,24,6,6
Veijarit,Andalus FC/Alpujarra,1,3,24,6,6
FC Mango,FC Haxi,1,6,24,6,6
Jokerit FC/2,AC StaSi,3,4,24,6,6
AFC EMU,FC Kontu/ST,1,2,24,6,6
Andalus FC/Alpujarra,FC Haxi,1,9,24,6,6
FC Mango,Veijarit,3,1,24,6,6
AC StaSi,AFC EMU,3,3,24,6,6
FC Mango,HerTo/3,0,1,24,6,6
Veijarit,Jokerit FC/2,0,2,24,6,6
FC Kontu/ST,Andalus FC/Alpujarra,2,2,24,6,6
Jokerit FC/2,FC Kontu/ST,2,2,24,6,6
FC Haxi,AC StaSi,3,1,24,6,6
AFC EMU,HerTo/3,0,5,24,6,6
Andalus FC/Alpujarra,FC Mango,2,5,24,6,6
HerTo/3,Jokerit FC/2,1,0,24,6,6
AC StaSi,Andalus FC/Alpujarra,6,1,24,6,6
Veijarit,AFC EMU,3,2,24,6,6
Veijarit,FC Haxi,0,3,24,6,6
FC Kontu/ST,AC StaSi,4,3,24,6,6
HerTo/3,Andalus FC/Alpujarra,2,1,24,6,6
AFC EMU,Jokerit FC/2,2,1,24,6,6
AC StaSi,Veijarit,3,1,24,6,6
FC Haxi,HerTo/3,2,3,24,6,6
FC Mango,FC Kontu/ST,3,0,24,6,6
Andalus FC/Alpujarra,AFC EMU,3,2,24,6,6
Veijarit,AC StaSi,0,2,24,6,6
HerTo/3,FC Haxi,0,3,24,6,6
Andalus FC/Alpujarra,FC Kontu/ST,0,4,24,6,6
FC Kontu/ST,FC Haxi,1,4,24,6,6
AFC EMU,FC Mango,1,2,24,6,6
Jokerit FC/2,Andalus FC/Alpujarra,1,1,24,6,6
AFC EMU,Andalus FC/Alpujarra,4,2,24,6,6
FC Mango,Jokerit FC/2,2,1,24,6,6
Veijarit,FC Kontu/ST,0,5,24,6,6
AC StaSi,HerTo/3,4,0,24,6,6
FC Haxi,AFC EMU,8,0,24,6,6
HerTo/3,FC Kontu/ST,1,2,24,6,6
Andalus FC/Alpujarra,Veijarit,1,5,24,6,6
FC Mango,AC StaSi,7,1,24,6,6
Jokerit FC/2,FC Haxi,2,3,24,6,6
FC Kontu/ST,AFC EMU,0,4,24,6,6
FC Haxi,Andalus FC/Alpujarra,21,2,24,6,6
Veijarit,FC Mango,1,1,24,6,6
AC StaSi,Jokerit FC/2,5,1,24,6,6
HerTo/3,FC Mango,1,7,24,6,6
AFC EMU,AC StaSi,1,1,24,6,6
Jokerit FC/2,Veijarit,2,2,24,6,6
FC Mango,Andalus FC/Alpujarra,7,2,24,6,6
AC StaSi,FC Haxi,1,7,24,6,6
FC Kontu/ST,Jokerit FC/2,2,1,24,6,6
HerTo/3,AFC EMU,1,2,24,6,6
Andalus FC/Alpujarra,AC StaSi,0,4,24,6,6
FC Haxi,FC Mango,4,1,24,6,6
Jokerit FC/2,HerTo/3,1,2,24,6,6
AFC EMU,Veijarit,0,5,24,6,6
AC StaSi,FC Kontu/ST,3,2,24,6,6
Jokerit FC/2,AFC EMU,3,2,24,6,6
Andalus FC/Alpujarra,HerTo/3,0,6,24,6,6
FC Haxi,Veijarit,5,1,24,6,6
FC Kontu/ST,FC Mango,2,1,24,6,6
Vietfin FC,FC Eagles,4,4,24,6,7
FC Kontu/TDJ,Ruila,1,1,24,6,7
FC Viikingit/S.C.P L,Valtti/keltainen,6,1,24,6,7
MLHF,TiPS/Legends,6,0,24,6,7
TiPS/Legends,FC Viikingit/S.C.P L,1,3,24,6,7
Ruila,MLHF,2,8,24,6,7
Fc Vuosaari/Ex-WK,FC Kontu/TDJ,0,3,24,6,7
Valtti/keltainen,FC Eagles,1,18,24,6,7
FC Fortuna/Itä,Vietfin FC,1,3,24,6,7
FC Eagles,FC Fortuna/Itä,6,0,24,6,7
Vietfin FC,MLHF,0,2,24,6,7
FC Eagles,FC Kontu/TDJ,6,0,24,6,7
Valtti/keltainen,FC Fortuna/Itä,2,5,24,6,7
Fc Vuosaari/Ex-WK,TiPS/Legends,0,2,24,6,7
FC Viikingit/S.C.P L,Ruila,5,1,24,6,7
FC Fortuna/Itä,Fc Vuosaari/Ex-WK,1,1,24,6,7
TiPS/Legends,Valtti/keltainen,15,0,24,6,7
Ruila,Vietfin FC,2,4,24,6,7
FC Kontu/TDJ,FC Viikingit/S.C.P L,0,4,24,6,7
MLHF,FC Eagles,2,5,24,6,7
Vietfin FC,TiPS/Legends,1,2,24,6,7
FC Eagles,Ruila,8,1,24,6,7
MLHF,FC Fortuna/Itä,3,3,24,6,7
FC Viikingit/S.C.P L,Fc Vuosaari/Ex-WK,1,0,24,6,7
Valtti/keltainen,FC Kontu/TDJ,1,3,24,6,7
TiPS/Legends,FC Fortuna/Itä,1,2,24,6,7
Fc Vuosaari/Ex-WK,FC Eagles,1,5,24,6,7
FC Kontu/TDJ,MLHF,0,4,24,6,7
FC Viikingit/S.C.P L,Vietfin FC,0,3,24,6,7
Ruila,Valtti/keltainen,16,0,24,6,7
FC Fortuna/Itä,Ruila,0,3,24,6,7
FC Eagles,TiPS/Legends,1,1,24,6,7
MLHF,FC Viikingit/S.C.P L,3,2,24,6,7
Vietfin FC,FC Kontu/TDJ,9,2,24,6,7
Valtti/keltainen,Fc Vuosaari/Ex-WK,0,10,24,6,7
FC Fortuna/Itä,FC Kontu/TDJ,1,2,24,6,7
Fc Vuosaari/Ex-WK,MLHF,2,0,24,6,7
TiPS/Legends,Ruila,2,3,24,6,7
Valtti/keltainen,Vietfin FC,1,11,24,6,7
FC Kontu/TDJ,TiPS/Legends,0,2,24,6,7
Ruila,Fc Vuosaari/Ex-WK,3,0,24,6,7
MLHF,Valtti/keltainen,13,0,24,6,7
FC Viikingit/S.C.P L,FC Fortuna/Itä,2,0,24,6,7
Fc Vuosaari/Ex-WK,Ruila,2,3,24,6,7
FC Fortuna/Itä,FC Eagles,1,2,24,6,7
TiPS/Legends,MLHF,2,1,24,6,7
Ruila,FC Kontu/TDJ,3,3,24,6,7
Fc Vuosaari/Ex-WK,Vietfin FC,0,3,24,6,7
Valtti/keltainen,FC Viikingit/S.C.P L,2,11,24,6,7
TiPS/Legends,Vietfin FC,4,0,24,6,7
Vietfin FC,FC Fortuna/Itä,4,2,24,6,7
FC Eagles,Valtti/keltainen,19,0,24,6,7
MLHF,Ruila,5,4,24,6,7
FC Kontu/TDJ,Fc Vuosaari/Ex-WK,1,1,24,6,7
FC Viikingit/S.C.P L,TiPS/Legends,1,0,24,6,7
FC Kontu/TDJ,FC Eagles,1,4,24,6,7
Ruila,FC Viikingit/S.C.P L,0,1,24,6,7
TiPS/Legends,Fc Vuosaari/Ex-WK,2,1,24,6,7
FC Fortuna/Itä,Valtti/keltainen,6,2,24,6,7
MLHF,Vietfin FC,2,4,24,6,7
Valtti/keltainen,TiPS/Legends,1,10,24,6,7
FC Eagles,MLHF,6,1,24,6,7
Vietfin FC,Ruila,1,2,24,6,7
FC Viikingit/S.C.P L,FC Kontu/TDJ,3,4,24,6,7
Fc Vuosaari/Ex-WK,FC Fortuna/Itä,3,4,24,6,7
Ruila,FC Eagles,1,7,24,6,7
FC Kontu/TDJ,Valtti/keltainen,8,0,24,6,7
Fc Vuosaari/Ex-WK,FC Viikingit/S.C.P L,2,1,24,6,7
FC Fortuna/Itä,MLHF,1,3,24,6,7
Vietfin FC,FC Viikingit/S.C.P L,5,1,24,6,7
FC Fortuna/Itä,TiPS/Legends,0,1,24,6,7
Valtti/keltainen,Ruila,0,6,24,6,7
FC Eagles,Fc Vuosaari/Ex-WK,2,1,24,6,7
MLHF,FC Kontu/TDJ,6,3,24,6,7
Valtti/keltainen,MLHF,1,11,24,6,7
TiPS/Legends,FC Eagles,2,7,24,6,7
Ruila,FC Fortuna/Itä,3,1,24,6,7
Fc Vuosaari/Ex-WK,Valtti/keltainen,6,0,24,6,7
FC Kontu/TDJ,Vietfin FC,5,2,24,6,7
FC Viikingit/S.C.P L,MLHF,3,1,24,6,7
Vietfin FC,Valtti/keltainen,5,0,24,6,7
FC Kontu/TDJ,FC Fortuna/Itä,2,5,24,6,7
Ruila,TiPS/Legends,0,2,24,6,7
MLHF,Fc Vuosaari/Ex-WK,2,1,24,6,7
FC Viikingit/S.C.P L,FC Eagles,2,2,24,6,7
FC Eagles,Vietfin FC,1,1,24,6,7
TiPS/Legends,FC Kontu/TDJ,3,0,24,6,7
FC Fortuna/Itä,FC Viikingit/S.C.P L,1,3,24,6,7
Ares -86,KelA/Akatemia,0,4,24,6,8
AC JazzPa,FC Kapina/2,2,4,24,6,8
FC Tuusula,FC MVP,1,6,24,6,8
PPS/Diablos Rojos,JäPS/United,1,1,24,6,8
HAlku/FC,KeiKa,1,8,24,6,8
FC MVP,PPS/Diablos Rojos,1,0,24,6,8
KelA/Akatemia,AC JazzPa,5,0,24,6,8
JäPS/United,HAlku/FC,4,1,24,6,8
KeiKa,Ares -86,5,1,24,6,8
FC Kapina/2,FC Tuusula,4,1,24,6,8
FC MVP,KeiKa,2,1,24,6,8
KelA/Akatemia,FC Kapina/2,6,0,24,6,8
AC JazzPa,PPS/Diablos Rojos,5,0,24,6,8
Ares -86,JäPS/United,1,5,24,6,8
FC Tuusula,HAlku/FC,2,3,24,6,8
HAlku/FC,AC JazzPa,5,0,24,6,8
JäPS/United,FC Tuusula,1,0,24,6,8
KeiKa,KelA/Akatemia,0,1,24,6,8
FC Kapina/2,FC MVP,2,5,24,6,8
PPS/Diablos Rojos,Ares -86,3,1,24,6,8
KelA/Akatemia,PPS/Diablos Rojos,5,0,24,6,8
HAlku/FC,FC Kapina/2,1,3,24,6,8
FC Tuusula,KeiKa,0,2,24,6,8
Ares -86,FC MVP,1,3,24,6,8
AC JazzPa,JäPS/United,1,1,24,6,8
FC MVP,AC JazzPa,11,0,24,6,8
JäPS/United,KelA/Akatemia,0,4,24,6,8
Ares -86,FC Tuusula,4,1,24,6,8
KeiKa,FC Kapina/2,3,2,24,6,8
PPS/Diablos Rojos,HAlku/FC,3,1,24,6,8
KelA/Akatemia,FC MVP,9,3,24,6,8
HAlku/FC,Ares -86,3,3,24,6,8
AC JazzPa,KeiKa,0,8,24,6,8
FC Kapina/2,JäPS/United,1,4,24,6,8
FC Tuusula,PPS/Diablos Rojos,1,3,24,6,8
KelA/Akatemia,FC Tuusula,4,1,24,6,8
FC MVP,HAlku/FC,2,3,24,6,8
AC JazzPa,Ares -86,0,1,24,6,8
KeiKa,JäPS/United,3,1,24,6,8
FC Kapina/2,PPS/Diablos Rojos,5,2,24,6,8
HAlku/FC,KelA/Akatemia,1,7,24,6,8
Ares -86,FC Kapina/2,1,2,24,6,8
JäPS/United,FC MVP,3,1,24,6,8
FC Tuusula,AC JazzPa,0,0,24,6,8
PPS/Diablos Rojos,KeiKa,1,6,24,6,8
KelA/Akatemia,Ares -86,4,0,24,6,8
FC MVP,FC Tuusula,7,0,24,6,8
JäPS/United,PPS/Diablos Rojos,7,1,24,6,8
KeiKa,HAlku/FC,5,1,24,6,8
FC Kapina/2,AC JazzPa,4,3,24,6,8
FC Tuusula,KelA/Akatemia,0,3,24,6,8
HAlku/FC,JäPS/United,3,3,24,6,8
AC JazzPa,KelA/Akatemia,3,4,24,6,8
Ares -86,KeiKa,1,1,24,6,8
FC Tuusula,FC Kapina/2,3,2,24,6,8
PPS/Diablos Rojos,FC MVP,1,4,24,6,8
HAlku/FC,FC Tuusula,3,4,24,6,8
JäPS/United,Ares -86,3,1,24,6,8
KeiKa,FC MVP,1,1,24,6,8
FC Kapina/2,KelA/Akatemia,2,2,24,6,8
PPS/Diablos Rojos,AC JazzPa,5,1,24,6,8
KelA/Akatemia,KeiKa,3,2,24,6,8
