team_home,team_away,goals_home,goals_away,season,league_division
HaPK Edustus/2,Iitin Pallo-68,2,4,2022,6
Kurvin Vauhti/Partiz,FC Spede,1,0,2022,6
FC Parseh,KoPa,5,0,2022,6
FC Fortuna/Itä,Ponnistus/Kermaa,0,2,2022,6
FC Babylon/2,ToTe/Tapio,1,1,2022,6
HAlku/FC,KOPSE/VI,3,1,2022,6
FC Dons,Nikinmäki United,4,1,2022,6
Valtti/R.O.U.,HJK/Töölön Ihme,1,2,2022,6
FC Pehmeet ja Märät,HePuLi,1,1,2022,6
AskU,Pelikaani,10,0,2022,6
PETO/2,Afro Foot Club,1,3,2022,6
FC Spede,HPS/Jägers,0,9,2022,6
ToTe/Taiskin Tykit,HerTo/3,3,0,2022,6
HiHi,PoPo,4,3,2022,6
Valtti/3,Trikiinit,5,1,2022,6
HDS/Express,FC Pehmeet ja Märät,2,3,2022,6
FC POHU/Shrimps,HJK/Töölö,2,1,2022,6
KFFK,Kilo IF/3,3,0,2022,6
Millbrook FC,Strikers/Bertil,7,0,2022,6
FC Dons,FC Vantaa,1,0,2022,6
HausPa,HAlku/FC,0,2,2022,6
FC Etapo,FC Villisiat,3,2,2022,6
FC Inter Vuosaari,Wartti/Wild Boars,6,2,2022,6
AC StaSi,Kurvin Vauhti/Partiz,0,6,2022,6
Tikka/2,Länsiväylän Dynamo,0,2,2022,6
KeiKa,FC Parseh,1,3,2022,6
HooGee/Hodari,LoPa/2,0,6,2022,6
Ruila,HIFK/3,1,5,2022,6
Tavastia/FC Mojo,ToTe/Keparoi,0,2,2022,6
AC Rastaala/2,FC Honka/Leopardit,3,3,2022,6
FC Pikkupussit,PPS/Diablos Rojos,1,4,2022,6
Geishan Pallo,HeMan,2,4,2022,6
Hukat,FC LP,4,1,2022,6
KarPo,Purha/2,2,3,2022,6
Kullervo/Überkleber,FC POHU/Atl Koffari,3,2,2022,6
HP-47,Jäntevä/Ukot,1,2,2022,6
FC Kontu/Kupa,FC Fortuna/Itä,1,1,2022,6
Kilo IF/1,LJS/Reservi,1,2,2022,6
FC Korso/U2,KoPa,1,2,2022,6
Veijarit,AFC EMU,2,1,2022,6
FC Kirkkonummi/3,PEF/KEPU,3,2,2022,6
Nikinmäki United,PK-35/Legendat,5,1,2022,6
NJS/3,Vermo Vikings,3,0,2022,6
Kasiysi/Rovers,FC Samba,1,3,2022,6
Chicken Wings/2,Ponnistus/Kermaa,2,1,2022,6
FC Germania/Akademie,FC Babylon/2,1,0,2022,6
AC JazzPa,ToBK,0,3,2022,6
Naseva,FC Loviisa/2,1,2,2022,6
HePuLi,KPPK,2,2,2022,6
KyPa,MyPa/FC,6,0,2022,6
HerTo/3,Valtti/R.O.U.,9,0,2022,6
AC StaSi,HJK/Töölön Ihme,2,3,2022,6
FC Inter Vuosaari,FC Kontu/Kupa,3,1,2022,6
Iitin Pallo-68,HP-47,2,0,2022,6
FC Villisiat,HaPK Edustus/2,1,3,2022,6
Ponnistus/Peruskallio,Tavastia/FC Mojo,3,0,2022,6
Wartti/Wild Boars,FC Germania/Akademie,1,1,2022,6
Purha/2,KyPa,1,5,2022,6
LoPa/2,Kilo IF/3,5,1,2022,6
ToBK,FC Tuusula,6,0,2022,6
Strikers/Bertil,ToTe/Taiskin Tykit,1,3,2022,6
Länsiväylän Dynamo,HooGee/Hodari,5,0,2022,6
HAlku/FC,Pelikaani,0,1,2022,6
HPS/Jägers,Ruila,5,2,2022,6
HJK/Töölö,Valtti/3,0,4,2022,6
Arkki,ToTe/Keparoi,1,0,2022,6
Tikka/2,FC Kirkkonummi/3,3,4,2022,6
AC Rastaala/2,Kasiysi/Rovers,3,1,2022,6
FC Dons,KeiKa,6,0,2022,6
Hukat,PEF/KEPU,10,0,2022,6
HJK/Töölön Ihme,Geishan Pallo,2,5,2022,6
FC Loviisa/2,HiHi,5,1,2022,6
Jäntevä/Ukot,Naseva,3,2,2022,6
Afro Foot Club,KPPK,3,0,2022,6
PPS/Diablos Rojos,PK-35/Legendat,4,1,2022,6
FC Degis,HePuLi,1,1,2022,6
HeMan,AC StaSi,1,2,2022,6
HIFK/3,Kullervo/Überkleber,5,0,2022,6
LJS/Reservi,FC Honka/Leopardit,0,3,2022,6
Nikinmäki United,FC Korso/U2,2,0,2022,6
NJS/3,FC Kirkkonummi/4,0,1,2022,6
Vermo Vikings,Kilo IF/1,2,1,2022,6
MyPa/FC,JaVo,2,1,2022,6
AC JazzPa,HausPa,2,2,2022,6
AFC EMU,HDS/Express,0,5,2022,6
PoPo,KarPo,3,2,2022,6
ToTe/Tapio,Chicken Wings/2,2,1,2022,6
Veijarit,PETO/2,1,2,2022,6
FC POHU/Atl Koffari,Millbrook FC,3,1,2022,6
Valtti/R.O.U.,Geishan Pallo,1,3,2022,6
FC Kirkkonummi/4,Vermo Vikings,1,1,2022,6
FC Loviisa/2,Jäntevä/Ukot,0,3,2022,6
JaVo,Purha/2,1,1,2022,6
AskU,AC JazzPa,3,1,2022,6
Kilo IF/3,PEF/KEPU,0,1,2022,6
HiHi,KarPo,2,3,2022,6
Valtti/3,Ponnistus/Peruskallio,4,0,2022,6
HDS/Express,FC Degis,4,4,2022,6
FC Germania/Akademie,ToTe/Tapio,0,10,2022,6
Ruila,Kurvin Vauhti/Partiz,3,4,2022,6
PK-35/Legendat,FC Parseh,0,5,2022,6
HePuLi,Veijarit,0,5,2022,6
HausPa,ToBK,1,5,2022,6
FC Etapo,MyPa/FC,1,4,2022,6
FC Spede,HeMan,2,4,2022,6
HerTo/3,Strikers/Bertil,1,1,2022,6
ToTe/Keparoi,Trikiinit,1,0,2022,6
Kilo IF/1,AC Rastaala/2,3,1,2022,6
KeiKa,FC Vantaa,2,2,2022,6
HooGee/Hodari,KFFK,1,3,2022,6
FC Samba,LJS/Reservi,4,2,2022,6
FC Kontu/Kupa,Wartti/Wild Boars,5,1,2022,6
Tavastia/FC Mojo,FC POHU/Shrimps,4,0,2022,6
Hukat,LoPa/2,0,1,2022,6
FC LP,Tikka/2,4,4,2022,6
HP-47,FC Villisiat,2,2,2022,6
PETO/2,AFC EMU,0,1,2022,6
ToTe/Taiskin Tykit,FC POHU/Atl Koffari,0,2,2022,6
Millbrook FC,HIFK/3,0,1,2022,6
FC Korso/U2,FC Dons,0,2,2022,6
Ponnistus/Kermaa,FC Babylon/2,3,0,2022,6
FC Kirkkonummi/3,Länsiväylän Dynamo,5,0,2022,6
Kasiysi/Rovers,NJS/3,2,4,2022,6
KPPK,FC Pehmeet ja Märät,0,4,2022,6
Chicken Wings/2,FC Inter Vuosaari,1,1,2022,6
KoPa,PPS/Diablos Rojos,1,1,2022,6
FC Pikkupussit,Nikinmäki United,1,3,2022,6
Naseva,Iitin Pallo-68,0,1,2022,6
KyPa,PoPo,0,2,2022,6
Kullervo/Überkleber,HPS/Jägers,2,3,2022,6
KOPSE/VI,FC Tuusula,7,0,2022,6
FC Villisiat,Naseva,0,1,2022,6
HAlku/FC,AC JazzPa,2,4,2022,6
LoPa/2,FC Kirkkonummi/3,1,1,2022,6
Afro Foot Club,Veijarit,0,0,2022,6
Iitin Pallo-68,FC Loviisa/2,3,2,2022,6
ToBK,AskU,0,0,2022,6
Jäntevä/Ukot,HiHi,4,1,2022,6
Kilo IF/3,HooGee/Hodari,2,2,2022,6
Geishan Pallo,AC StaSi,0,6,2022,6
KFFK,Hukat,0,2,2022,6
FC Honka/Leopardit,Kilo IF/1,2,2,2022,6
PEF/KEPU,Tikka/2,4,1,2022,6
ToTe/Tapio,Ponnistus/Kermaa,4,0,2022,6
HeMan,Ruila,3,2,2022,6
Strikers/Bertil,Valtti/R.O.U.,2,2,2022,6
FC Parseh,FC Dons,1,0,2022,6
LJS/Reservi,FC Kirkkonummi/4,0,4,2022,6
Länsiväylän Dynamo,FC LP,3,4,2022,6
AC Rastaala/2,FC Samba,3,0,2022,6
Wartti/Wild Boars,Chicken Wings/2,0,0,2022,6
Vermo Vikings,Kasiysi/Rovers,5,1,2022,6
FC Babylon/2,FC Kontu/Kupa,0,0,2022,6
FC Degis,KPPK,0,1,2022,6
AFC EMU,HePuLi,0,0,2022,6
Kurvin Vauhti/Partiz,Kullervo/Überkleber,5,1,2022,6
PPS/Diablos Rojos,KeiKa,4,3,2022,6
Arkki,FC POHU/Shrimps,4,0,2022,6
FC Pehmeet ja Märät,PETO/2,1,0,2022,6
Nikinmäki United,KoPa,2,2,2022,6
PoPo,JaVo,5,1,2022,6
FC POHU/Atl Koffari,HerTo/3,2,4,2022,6
MyPa/FC,HaPK Edustus/2,0,5,2022,6
HJK/Töölön Ihme,FC Spede,2,2,2022,6
PK-35/Legendat,FC Pikkupussit,4,0,2022,6
Purha/2,FC Etapo,1,3,2022,6
HJK/Töölö,Tavastia/FC Mojo,3,6,2022,6
KarPo,KyPa,1,3,2022,6
FC Fortuna/Itä,FC Inter Vuosaari,1,1,2022,6
HPS/Jägers,Millbrook FC,1,3,2022,6
HIFK/3,ToTe/Taiskin Tykit,0,0,2022,6
Ponnistus/Peruskallio,ToTe/Keparoi,1,3,2022,6
PETO/2,HDS/Express,1,3,2022,6
FC Kirkkonummi/4,Kilo IF/1,9,0,2022,6
JaVo,KarPo,2,2,2022,6
AskU,KOPSE/VI,3,0,2022,6
FC Vantaa,PPS/Diablos Rojos,3,0,2022,6
Kilo IF/3,Länsiväylän Dynamo,1,2,2022,6
HiHi,KyPa,1,5,2022,6
KPPK,AFC EMU,0,0,2022,6
FC Etapo,PoPo,0,1,2022,6
FC Loviisa/2,FC Villisiat,1,1,2022,6
FC POHU/Shrimps,Ponnistus/Peruskallio,1,0,2022,6
HausPa,FC Tuusula,4,0,2022,6
FC Fortuna/Itä,FC Babylon/2,1,0,2022,6
Afro Foot Club,FC Pehmeet ja Märät,2,1,2022,6
Tikka/2,KFFK,1,0,2022,6
FC Kontu/Kupa,FC Germania/Akademie,4,0,2022,6
KeiKa,FC Pikkupussit,1,1,2022,6
FC LP,Kilo IF/3,4,2,2022,6
FC Samba,Vermo Vikings,2,1,2022,6
HP-47,MyPa/FC,4,1,2022,6
FC Inter Vuosaari,ToTe/Tapio,2,2,2022,6
Veijarit,FC Degis,1,1,2022,6
Arkki,Trikiinit,5,1,2022,6
Hukat,Länsiväylän Dynamo,8,1,2022,6
PEF/KEPU,LoPa/2,2,5,2022,6
HaPK Edustus/2,Purha/2,3,0,2022,6
Jäntevä/Ukot,Iitin Pallo-68,5,1,2022,6
PPS/Diablos Rojos,FC Parseh,1,3,2022,6
FC Korso/U2,PK-35/Legendat,1,3,2022,6
FC Kirkkonummi/3,HooGee/Hodari,3,2,2022,6
NJS/3,AC Rastaala/2,3,1,2022,6
Pelikaani,ToBK,0,5,2022,6
Kasiysi/Rovers,FC Honka/Leopardit,0,9,2022,6
ToTe/Keparoi,HJK/Töölö,1,1,2022,6
KoPa,FC Vantaa,0,2,2022,6
Valtti/R.O.U.,AC StaSi,2,1,2022,6
Ponnistus/Kermaa,Wartti/Wild Boars,0,4,2022,6
Kurvin Vauhti/Partiz,ToTe/Taiskin Tykit,1,1,2022,6
KOPSE/VI,Pelikaani,1,3,2022,6
HooGee/Hodari,Tikka/2,1,4,2022,6
FC Vantaa,FC Parseh,0,3,2022,6
Iitin Pallo-68,HiHi,1,1,2022,6
FC Villisiat,Jäntevä/Ukot,1,2,2022,6
LJS/Reservi,Kasiysi/Rovers,7,0,2022,6
ToBK,HAlku/FC,2,0,2022,6
Valtti/3,FC POHU/Shrimps,4,0,2022,6
Kilo IF/3,Hukat,2,4,2022,6
Wartti/Wild Boars,FC Fortuna/Itä,2,1,2022,6
KFFK,FC Kirkkonummi/3,1,3,2022,6
LoPa/2,FC LP,3,2,2022,6
PoPo,HaPK Edustus/2,2,2,2022,6
PK-35/Legendat,KoPa,1,1,2022,6
ToTe/Tapio,FC Kontu/Kupa,0,3,2022,6
Länsiväylän Dynamo,PEF/KEPU,0,1,2022,6
Kilo IF/1,NJS/3,0,2,2022,6
FC Tuusula,AC JazzPa,1,0,2022,6
PPS/Diablos Rojos,FC Korso/U2,3,3,2022,6
FC Babylon/2,Chicken Wings/2,3,2,2022,6
HJK/Töölö,Arkki,0,4,2022,6
Nikinmäki United,KeiKa,1,0,2022,6
AC Rastaala/2,FC Kirkkonummi/4,0,5,2022,6
FC Honka/Leopardit,FC Samba,1,8,2022,6
KyPa,JaVo,1,1,2022,6
MyPa/FC,Naseva,0,4,2022,6
FC Pikkupussit,FC Dons,0,1,2022,6
Trikiinit,Tavastia/FC Mojo,3,2,2022,6
HerTo/3,HIFK/3,0,7,2022,6
FC Spede,Geishan Pallo,1,4,2022,6
FC Degis,PETO/2,2,0,2022,6
Millbrook FC,Kurvin Vauhti/Partiz,4,2,2022,6
FC Germania/Akademie,FC Inter Vuosaari,1,4,2022,6
AFC EMU,Afro Foot Club,1,6,2022,6
ToTe/Taiskin Tykit,HPS/Jägers,1,1,2022,6
Kullervo/Überkleber,HeMan,0,3,2022,6
Ruila,HJK/Töölön Ihme,2,1,2022,6
Pelikaani,HausPa,2,2,2022,6
FC Germania/Akademie,Chicken Wings/2,3,3,2022,6
FC Pikkupussit,FC Korso/U2,0,6,2022,6
PEF/KEPU,KFFK,0,2,2022,6
FC Dons,PK-35/Legendat,7,0,2022,6
FC Kirkkonummi/4,FC Samba,1,2,2022,6
FC Tuusula,AskU,0,5,2022,6
HeMan,Millbrook FC,3,1,2022,6
Tikka/2,Kilo IF/3,1,1,2022,6
KeiKa,KoPa,1,2,2022,6
HooGee/Hodari,FC LP,0,1,2022,6
Länsiväylän Dynamo,LoPa/2,1,4,2022,6
HJK/Töölön Ihme,Kullervo/Überkleber,3,2,2022,6
AC JazzPa,KOPSE/VI,2,3,2022,6
Kilo IF/1,Kasiysi/Rovers,7,0,2022,6
Vermo Vikings,LJS/Reservi,1,2,2022,6
FC Kontu/Kupa,Ponnistus/Kermaa,1,0,2022,6
Wartti/Wild Boars,FC Babylon/2,3,4,2022,6
HPS/Jägers,HerTo/3,3,2,2022,6
AC StaSi,FC Spede,2,2,2022,6
HIFK/3,Strikers/Bertil,1,0,2022,6
FC Kirkkonummi/3,Hukat,4,0,2022,6
Nikinmäki United,FC Parseh,1,1,2022,6
NJS/3,FC Honka/Leopardit,2,3,2022,6
ToTe/Tapio,FC Fortuna/Itä,8,1,2022,6
FC POHU/Atl Koffari,Valtti/R.O.U.,3,2,2022,6
KOPSE/VI,ToBK,1,1,2022,6
AskU,HausPa,8,1,2022,6
HAlku/FC,FC Tuusula,1,2,2022,6
Arkki,Valtti/3,2,2,2022,6
PEF/KEPU,HooGee/Hodari,3,2,2022,6
Trikiinit,Ponnistus/Peruskallio,4,2,2022,6
KPPK,Veijarit,0,3,2022,6
Tikka/2,Hukat,1,2,2022,6
FC Parseh,FC Pikkupussit,3,0,2022,6
FC LP,FC Kirkkonummi/3,2,5,2022,6
FC Samba,NJS/3,1,2,2022,6
LJS/Reservi,AC Rastaala/2,2,1,2022,6
LoPa/2,KFFK,2,2,2022,6
FC Honka/Leopardit,Vermo Vikings,4,2,2022,6
PPS/Diablos Rojos,Nikinmäki United,0,2,2022,6
HePuLi,PETO/2,1,1,2022,6
FC Korso/U2,KeiKa,0,1,2022,6
Pelikaani,AC JazzPa,3,1,2022,6
Kasiysi/Rovers,FC Kirkkonummi/4,0,4,2022,6
KoPa,FC Dons,0,3,2022,6
PK-35/Legendat,FC Vantaa,0,2,2022,6
Afro Foot Club,HDS/Express,5,1,2022,6
MLHF,Purha/2,5,0,2021,6
GrIFK/2,KJS,6,0,2021,6
FC POHU/KY United,MLHF,3,1,2021,6
LePa/2,KJS,5,1,2021,6
GrIFK/2,FC Viikingit/B,1,3,2021,6
Purha/2,Nopsa/2,1,2,2021,6
FC POHU/KY United,I-HK/Sensaatio,4,0,2021,6
KeiKa,FC Korso/U2,2,2,2021,6
Etu-Töölön Urhot,GrIFK/2,0,2,2021,6
HAlku/FC,HausPa,2,2,2021,6
I-HK/Sensaatio,PPS/Diablos Rojos,2,1,2021,6
PPV,Vermo Vikings,3,2,2021,6
Ponnistus/Kermaa,Geishan Pallo,1,0,2021,6
HJK/Töölön Ihme,FC Germania/Akademie,2,0,2021,6
KoiPS/Dynamo,FC POHU/JäPa 2,8,0,2021,6
MLHF,Atlantis FC/PM,2,3,2021,6
EsPa/United,GrIFK/2,1,1,2021,6
Nikinmäki United,Veijarit,2,2,2021,6
FC Spital,FC Degis,1,3,2021,6
PK-09/2,FC Kapina/2,1,5,2021,6
HePuLi,FC POHU/KY United,1,3,2021,6
FC Spede,HerTo/3,0,1,2021,6
Ponnistus/Peruskallio,FC POHU/Atl Koffari,1,4,2021,6
FC Samba,Länsiväylän Dynamo,5,3,2021,6
FC KaKe,FC Kontu/KoVa,2,5,2021,6
Wartti/Wild Boars,FC Kontu/Kupa,0,1,2021,6
HPS/Jägers,FC Pikkupussit,3,2,2021,6
KP-75/SaPo,Nopsa/2,4,5,2021,6
ToTe/Keparoi,Kurvin Vauhti/Partiz,0,2,2021,6
LJS/Reservi,Tikka/2,1,1,2021,6
FC AK,FC Viikingit/B,0,2,2021,6
LePa/2,EsPa/Renat,0,1,2021,6
FC POHU/Shrimps,HDS/Express,1,4,2021,6
KoPa,KeiKa,1,1,2021,6
Kilo IF/1,KPPK,6,3,2021,6
Etu-Töölön Urhot,Ponnistus/2,0,1,2021,6
Pelikaani,Ares -86,0,6,2021,6
Kilo IF/3,HooGee/Hodari,1,1,2021,6
AC StaSi,AFC EMU,0,1,2021,6
FC Germania/Akademie,FC POHU/Shrimps,0,2,2021,6
FC Kirkkonummi/4,PPV,3,1,2021,6
FC Korso/U2,KoPa,4,1,2021,6
FC Fortuna/Itä,Wartti/Wild Boars,7,0,2021,6
Tikka/2,EsPa/United,3,5,2021,6
FC Vantaa,I-HK/Sensaatio,2,2,2021,6
HeMan,Ponnistus/Peruskallio,2,2,2021,6
AC StaSi,PK-35/Legendat,6,0,2021,6
FC POHU/Atl Koffari,HPS/Jägers,4,2,2021,6
HausPa,PK-09/2,2,0,2021,6
FC Degis,MLHF,1,5,2021,6
Kullervo/Überkleber,HJK/Töölön Ihme,4,2,2021,6
Ruila,AFC EMU,1,3,2021,6
Ares -86,KP-75/SaPo,0,4,2021,6
Länsiväylän Dynamo,Kilo IF/3,0,3,2021,6
FC POHU/KY United,FC KaKe,3,2,2021,6
Tavastia/FC Mojo,ToTe/Keparoi,0,1,2021,6
FC POHU/Alisuoritus,Kilo IF/1,1,6,2021,6
Gnistan/Roots,FC Spital,0,5,2021,6
Kurvin Vauhti/Partiz,Etu-Töölön Urhot,0,1,2021,6
FC Tuusula,HAlku/FC,1,1,2021,6
PETO/2,HePuLi,2,2,2021,6
KPPK,Ponnistus/Kermaa,1,1,2021,6
PPS/Diablos Rojos,KoiPS/Dynamo,2,0,2021,6
Kasiysi/Rovers,FC Samba,3,6,2021,6
FC Honka/A3,LJS/Reservi,3,0,2021,6
AFC EMU/Akatemia,FC Spede,0,1,2021,6
Vermo Vikings,LePa/2,0,5,2021,6
HerTo/3,Nikinmäki United,2,2,2021,6
AC JazzPa,Pelikaani,1,1,2021,6
FC Kontu/KoVa,FC POHU/KY United,3,2,2021,6
HDS/Express,FC Germania/Akademie,4,0,2021,6
FC KaKe,PETO/2,2,1,2021,6
FC Viikingit/B,FC Kontu/Kupa,9,1,2021,6
MLHF,Gnistan/Roots,3,0,2021,6
LoPa/2,KFFK,1,0,2021,6
PK-35/Legendat,Ruila,4,5,2021,6
FC POHU/Shrimps,Kullervo/Überkleber,0,0,2021,6
FC Kirkkonummi/3,KJS,3,3,2021,6
KoiPS/Dynamo,FC Vantaa,5,2,2021,6
Etu-Töölön Urhot,Tavastia/FC Mojo,6,4,2021,6
EsPa/Renat,Vermo Vikings,5,0,2021,6
EsPa/United,FC Honka/A3,0,0,2021,6
Atlantis FC/PM,FC Degis,9,2,2021,6
Geishan Pallo,KPPK,4,0,2021,6
Veijarit,HerTo/3,5,3,2021,6
Ponnistus/Kermaa,FC POHU/Alisuoritus,4,2,2021,6
HPS/Jägers,HeMan,2,1,2021,6
Nikinmäki United,AFC EMU/Akatemia,0,2,2021,6
PK-09/2,FC Tuusula,1,1,2021,6
FC WILD/2,FC RaHi,1,1,2021,6
HooGee/Hodari,Länsiväylän Dynamo,2,0,2021,6
Jäntevä/Ukot,PoPo,3,6,2021,6
Nopsa/2,Ares -86,0,4,2021,6
FC Pikkupussit,FC POHU/Atl Koffari,0,3,2021,6
ViTa,BK-46/Hobby,6,1,2021,6
Ponnistus/2,Kurvin Vauhti/Partiz,4,0,2021,6
KP-75/SaPo,AC JazzPa,10,2,2021,6
FC AK,FC Fortuna/Itä,4,1,2021,6
FC Korso/U2,KeiKa,4,2,2021,6
GrIFK/2,Tikka/2,3,1,2021,6
LePa/2,FC Kirkkonummi/4,2,0,2021,6
Kilo IF/3,Kasiysi/Rovers,1,1,2021,6
FC Kapina/2,HausPa,1,1,2021,6
Gnistan/Roots,Atlantis FC/PM,0,7,2021,6
Kullervo/Überkleber,HDS/Express,1,6,2021,6
HeMan,FC Pikkupussit,1,3,2021,6
HJK/Töölön Ihme,FC POHU/Shrimps,0,1,2021,6
ToTe/Keparoi,Etu-Töölön Urhot,3,2,2021,6
Ponnistus/Peruskallio,HPS/Jägers,3,3,2021,6
AFC EMU/Akatemia,Veijarit,0,2,2021,6
AFC EMU,PK-35/Legendat,1,2,2021,6
I-HK/Sensaatio,KoiPS/Dynamo,1,0,2021,6
JaVo,ViSa,6,1,2021,6
HiHi,KyPa/2,1,6,2021,6
HePuLi,FC KaKe,2,2,2021,6
Ruila,AC StaSi,1,8,2021,6
FC Spede,Nikinmäki United,1,0,2021,6
PETO/2,FC Kontu/KoVa,2,2,2021,6
Tavastia/FC Mojo,Ponnistus/2,1,2,2021,6
FC Spital,MLHF,4,1,2021,6
FC Degis,Gnistan/Roots,2,3,2021,6
Tikka/2,FC Honka/A3,1,7,2021,6
KFFK,FC RaHi,4,1,2021,6
FC Kirkkonummi/4,EsPa/Renat,2,7,2021,6
FC POHU/Alisuoritus,Geishan Pallo,1,0,2021,6
FC Vantaa,FC POHU/JäPa 2,8,0,2021,6
BK-46/Hobby,LoPa/2,1,1,2021,6
JaVo,PoPo,1,3,2021,6
Wartti/Wild Boars,FC AK,0,3,2021,6
FC WILD/2,KJS,7,2,2021,6
FC Samba,Kilo IF/3,2,3,2021,6
Atlantis FC/PM,FC Spital,2,0,2021,6
PPV,LePa/2,1,3,2021,6
KeiKa,KoPa,1,1,2021,6
Purha/2,FC Etapo,6,3,2021,6
Ponnistus/2,ToTe/Keparoi,7,0,2021,6
AC JazzPa,Nopsa/2,2,3,2021,6
ViTa,FC Kirkkonummi/3,4,0,2021,6
PaPe,FC Villisiat,2,0,2021,6
LJS/Reservi,EsPa/United,1,2,2021,6
Kilo IF/1,Ponnistus/Kermaa,2,0,2021,6
Kasiysi/Rovers,HooGee/Hodari,2,2,2021,6
FC Honka/A3,GrIFK/2,0,0,2021,6
Pelikaani,KP-75/SaPo,0,1,2021,6
MYPA/FC,KarPo,0,1,2021,6
HAlku/FC,PK-09/2,3,0,2021,6
FC Tuusula,FC Kapina/2,1,0,2021,6
FC Fortuna/Itä,FC Viikingit/B,0,6,2021,6
FC Villisiat,ViSa,1,3,2021,6
FC Pikkupussit,Ponnistus/Peruskallio,0,2,2021,6
FC POHU/KY United,PETO/2,2,0,2021,6
FC Kirkkonummi/3,FC WILD/2,3,3,2021,6
Kurvin Vauhti/Partiz,Tavastia/FC Mojo,4,0,2021,6
KPPK,FC POHU/Alisuoritus,1,1,2021,6
LoPa/2,ViTa,2,2,2021,6
FC POHU/Atl Koffari,HeMan,0,0,2021,6
GrIFK/2,LJS/Reservi,2,1,2021,6
EsPa/Renat,PPV,5,2,2021,6
BK-46/Hobby,FC RaHi,2,3,2021,6
FC Germania/Akademie,Kullervo/Überkleber,0,3,2021,6
FC POHU/JäPa 2,I-HK/Sensaatio,1,6,2021,6
HausPa,FC Tuusula,0,2,2021,6
Purha/2,ViSa,5,3,2021,6
JaVo,PaPe,5,1,2021,6
FC Kontu/Kupa,FC Fortuna/Itä,5,4,2021,6
FC Kontu/KoVa,HePuLi,1,1,2021,6
Ares -86,AC JazzPa,0,4,2021,6
Länsiväylän Dynamo,Kasiysi/Rovers,4,2,2021,6
HooGee/Hodari,FC Samba,1,0,2021,6
Nopsa/2,Pelikaani,5,0,2021,6
HDS/Express,HJK/Töölön Ihme,4,2,2021,6
HerTo/3,AFC EMU/Akatemia,0,2,2021,6
Geishan Pallo,Kilo IF/1,2,4,2021,6
Veijarit,FC Spede,3,3,2021,6
FC Viikingit/B,Wartti/Wild Boars,4,1,2021,6
PPS/Diablos Rojos,FC Vantaa,3,2,2021,6
KJS,KFFK,0,3,2021,6
MYPA/FC,FC Villisiat,0,5,2021,6
KoPa,FC Korso/U2,2,1,2021,6
Vermo Vikings,FC Kirkkonummi/4,1,5,2021,6
KyPa/2,KarPo,3,0,2021,6
FC Kapina/2,HAlku/FC,0,1,2021,6
FC Villisiat,JaVo,6,4,2021,6
KFFK,FC WILD/2,1,4,2021,6
LoPa/2,FC Kirkkonummi/3,1,1,2021,6
BK-46/Hobby,KJS,0,2,2021,6
FC Etapo,KyPa/2,2,3,2021,6
ViTa,FC RaHi,3,0,2021,6
PoPo,HiHi,7,0,2021,6
PETO/2,Ruila,8,2,2021,6
KarPo,Jäntevä/Ukot,1,3,2021,6
FC Spital,FC POHU/Atl Koffari,7,0,2021,6
HausPa,FC Kapina/2,2,1,2021,6
FC Viikingit/B,FC Fortuna/Itä,4,0,2021,6
FC WILD/2,FC Kirkkonummi/3,4,2,2021,6
KP-75/SaPo,FC Tuusula,3,1,2021,6
I-HK/Sensaatio,PPS/Diablos Rojos,1,2,2021,6
Ponnistus/Peruskallio,FC Pikkupussit,1,0,2021,6
FC Fortuna/Itä,FC Spede,3,1,2021,6
Tikka/2,Länsiväylän Dynamo,9,1,2021,6
FC Kontu/Kupa,Veijarit,2,0,2021,6
Ponnistus/2,HJK/Töölön Ihme,6,2,2021,6
FC POHU/Atl Koffari,HPS/Jägers,1,2,2021,6
Tavastia/FC Mojo,Etu-Töölön Urhot,0,3,2021,6
FC Samba,LJS/Reservi,1,2,2021,6
EsPa/United,Kilo IF/3,6,1,2021,6
KFFK,BK-46/Hobby,2,2,2021,6
Geishan Pallo,FC Kirkkonummi/4,6,2,2021,6
Nikinmäki United,FC Viikingit/B,0,0,2021,6
HDS/Express,FC Germania/Akademie,5,1,2021,6
FC POHU/JäPa 2,FC Korso/U2,1,4,2021,6
Kurvin Vauhti/Partiz,ToTe/Keparoi,3,3,2021,6
Vermo Vikings,LePa/2,0,2,2021,6
FC RaHi,FC Kirkkonummi/3,0,3,2021,6
Nopsa/2,AC JazzPa,2,0,2021,6
HAlku/FC,Pelikaani,1,0,2021,6
HiHi,KarPo,0,5,2021,6
Ponnistus/Kermaa,FC POHU/Alisuoritus,1,0,2021,6
Gnistan/Roots,Atlantis FC/PM,6,4,2021,6
Jäntevä/Ukot,FC Etapo,1,0,2021,6
AFC EMU/Akatemia,Wartti/Wild Boars,1,3,2021,6
Kullervo/Überkleber,FC POHU/Shrimps,0,2,2021,6
FC POHU/KY United,PK-35/Legendat,4,0,2021,6
KPPK,PPV,2,3,2021,6
HeMan,FC Degis,2,8,2021,6
Kilo IF/1,EsPa/Renat,0,10,2021,6
FC WILD/2,ViTa,3,1,2021,6
GrIFK/2,Kasiysi/Rovers,3,0,2021,6
FC Honka/A3,HooGee/Hodari,6,0,2021,6
KJS,LoPa/2,5,2,2021,6
PK-09/2,Ares -86,1,1,2021,6
KoPa,KoiPS/Dynamo,1,4,2021,6
HePuLi,PETO/2,1,1,2021,6
