Squad,1,2,3,4,5,6,7,8,9
Trikiinit,80.80000000000001,14.899999999999999,3.8,0.4,0.1,0.0,0.0,0.0,0.0
FC Lähiö,13.700000000000001,47.0,22.1,9.8,4.7,1.9,0.5,0.2,0.1
Valtti/TDJ,4.8,27.700000000000003,36.4,16.0,9.1,3.9,1.3,0.5,0.3
Kullervo,0.5,5.4,13.900000000000002,24.8,17.5,12.4,10.7,8.799999999999999,6.0
Käpylän Sekunda,0.2,1.3,6.4,13.100000000000001,20.0,22.3,19.6,13.5,3.5999999999999996
MLHF/Reserves,0.0,1.4000000000000001,8.0,16.2,19.2,17.5,14.899999999999999,12.0,10.8
Valtti/4,0.0,1.4000000000000001,5.2,10.100000000000001,15.0,17.7,15.7,17.1,17.8
PK-35/Äijät,0.0,0.3,2.4,5.1,7.000000000000001,12.0,20.1,24.3,28.799999999999997
Cosmos,0.0,0.6,1.7999999999999998,4.5,7.3999999999999995,12.3,17.2,23.599999999999998,32.6
