Squad,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
Barcelona,91.60000000000001,8.3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Real Madrid,8.3,85.1,6.6000000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Atlético Madrid,0.1,6.5,85.6,7.6,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Athletic Club,0.0,0.1,7.3,77.7,14.299999999999999,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Villarreal,0.0,0.0,0.4,14.000000000000002,70.3,14.899999999999999,0.3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Betis,0.0,0.0,0.0,0.7000000000000001,15.1,77.7,5.0,0.8999999999999999,0.4,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Celta Vigo,0.0,0.0,0.0,0.0,0.1,3.1,31.4,20.599999999999998,12.6,10.7,7.6,6.2,3.0,2.7,1.3,0.5,0.2,0.0,0.0,0.0
Mallorca,0.0,0.0,0.0,0.0,0.0,1.9,24.2,24.8,17.5,11.3,8.4,5.5,3.8,2.1,0.4,0.1,0.0,0.0,0.0,0.0
Real Sociedad,0.0,0.0,0.0,0.0,0.0,0.6,10.7,11.700000000000001,15.299999999999999,13.100000000000001,13.5,10.4,10.2,6.800000000000001,5.1,1.9,0.7000000000000001,0.0,0.0,0.0
Rayo Vallecano,0.0,0.0,0.0,0.0,0.0,0.3,10.2,11.3,12.1,14.899999999999999,11.5,12.1,11.200000000000001,8.1,4.7,3.3000000000000003,0.3,0.0,0.0,0.0
Osasuna,0.0,0.0,0.0,0.0,0.0,0.7000000000000001,6.800000000000001,9.4,12.8,12.2,12.6,13.3,9.9,9.0,6.6000000000000005,5.6000000000000005,0.8999999999999999,0.2,0.0,0.0
Getafe,0.0,0.0,0.0,0.0,0.0,0.0,4.0,8.1,9.700000000000001,9.6,12.1,12.1,14.299999999999999,11.1,10.5,6.2,2.0,0.3,0.0,0.0
Espanyol,0.0,0.0,0.0,0.0,0.0,0.2,4.3999999999999995,7.1,9.700000000000001,10.0,11.0,11.200000000000001,11.1,12.4,11.0,7.9,2.3,1.7000000000000002,0.0,0.0
Valencia,0.0,0.0,0.0,0.0,0.0,0.0,1.4000000000000001,1.5,2.9000000000000004,6.5,9.3,8.3,10.6,12.9,17.1,16.2,8.7,4.3999999999999995,0.2,0.0
Girona,0.0,0.0,0.0,0.0,0.0,0.0,0.8999999999999999,2.9000000000000004,3.3000000000000003,5.800000000000001,7.000000000000001,10.6,10.100000000000001,13.4,14.499999999999998,17.5,8.7,4.3,1.0,0.0
Sevilla,0.0,0.0,0.0,0.0,0.0,0.0,0.7000000000000001,1.6,3.5999999999999996,5.4,6.1,8.4,12.0,14.499999999999998,15.8,17.8,9.700000000000001,3.6999999999999997,0.7000000000000001,0.0
Alavés,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.4,0.8999999999999999,1.9,3.5000000000000004,5.4,10.4,29.599999999999998,32.6,15.1,0.0
Las Palmas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.5,1.0,1.7999999999999998,3.0,5.5,9.8,25.8,31.4,21.0,0.0
Leganés,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.5,2.1,2.8000000000000003,11.1,21.4,62.0,0.0
Valladolid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
