Squad,1,2,3,4,5,6,7,8,9
Valtti/TDJ,57.9,30.7,7.9,2.3,0.8999999999999999,0.2,0.0,0.1,0.0
FC Lähiö,37.0,45.300000000000004,12.2,3.3000000000000003,1.6,0.5,0.1,0.0,0.0
MLHF/Reserves,1.2,7.9,26.6,22.3,19.1,13.100000000000001,7.3999999999999995,1.9,0.5
Valtti/4,1.9,7.3999999999999995,20.9,21.7,20.200000000000003,15.1,9.9,2.5,0.4
PK-35/Äijät,1.5,6.1,19.900000000000002,25.6,20.200000000000003,14.000000000000002,9.9,2.5,0.3
Käpylän Sekunda,0.2,1.2,6.0,13.4,17.0,23.9,22.3,12.1,3.9
Trikiinit,0.3,1.3,6.4,10.4,18.0,24.2,25.2,12.4,1.7999999999999998
Cosmos,0.0,0.0,0.1,0.7000000000000001,2.1999999999999997,6.0,16.5,37.2,37.3
Kullervo,0.0,0.1,0.0,0.3,0.8,3.0,8.7,31.3,55.800000000000004
