Squad,1,2,3,4,5,6,7,8,9
Trikiinit,97.6,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FC Lähiö,1.4000000000000001,68.5,22.2,7.1,0.8,0.0,0.0,0.0,0.0
Valtti/TDJ,1.0,21.6,34.5,31.0,9.1,2.1,0.7000000000000001,0.0,0.0
MLHF/Reserves,0.0,7.3999999999999995,37.1,42.0,9.4,2.6,1.0,0.5,0.0
PK-35/Äijät,0.0,0.0,4.5,11.5,30.9,24.8,17.2,10.100000000000001,1.0
Kullervo,0.0,0.1,1.2,4.8,30.5,26.0,20.5,11.200000000000001,5.7
Cosmos,0.0,0.0,0.0,1.5,8.9,21.4,33.300000000000004,27.3,7.6
Valtti/4,0.0,0.0,0.4,1.7999999999999998,9.0,18.6,17.299999999999997,29.7,23.200000000000003
Käpylän Sekunda,0.0,0.0,0.1,0.3,1.4000000000000001,4.5,10.0,21.2,62.5
