Squad,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
FC Barcelona,96.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Real Madrid,4.0,95.3,0.7000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Villarreal,0.0,0.7000000000000001,64.2,34.9,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Atlético Madrid,0.0,0.0,35.099999999999994,64.8,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Real Betis,0.0,0.0,0.0,0.2,49.6,24.9,15.7,6.0,2.7,0.8,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Celta Vigo,0.0,0.0,0.0,0.1,30.9,33.800000000000004,18.6,9.9,4.3999999999999995,1.4000000000000001,0.7000000000000001,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Real Sociedad,0.0,0.0,0.0,0.0,12.1,21.3,23.1,18.3,10.299999999999999,7.000000000000001,3.6999999999999997,2.1999999999999997,1.2,0.7000000000000001,0.0,0.0,0.1,0.0,0.0,0.0
Getafe,0.0,0.0,0.0,0.0,3.9,11.1,19.8,21.0,18.099999999999998,8.799999999999999,9.0,4.2,1.9,1.7000000000000002,0.4,0.0,0.1,0.0,0.0,0.0
Athletic Club,0.0,0.0,0.0,0.0,1.9,3.6999999999999997,9.2,13.200000000000001,17.5,16.3,13.700000000000001,9.8,7.3999999999999995,3.5000000000000004,2.4,1.0,0.4,0.0,0.0,0.0
Osasuna,0.0,0.0,0.0,0.0,0.8,3.3000000000000003,6.5,13.100000000000001,17.5,17.4,11.899999999999999,10.7,9.6,4.9,2.5,1.3,0.5,0.0,0.0,0.0
Espanyol,0.0,0.0,0.0,0.0,0.2,0.6,3.3000000000000003,8.5,9.5,14.399999999999999,12.9,15.9,11.4,10.5,6.800000000000001,3.8,1.6,0.5,0.1,0.0
Rayo Vallecano,0.0,0.0,0.0,0.0,0.2,0.5,1.2,4.3999999999999995,7.199999999999999,11.700000000000001,15.5,13.700000000000001,12.7,11.600000000000001,10.0,5.8999999999999995,3.1,2.1,0.2,0.0
Girona FC,0.0,0.0,0.0,0.0,0.1,0.6,1.7000000000000002,3.2,6.5,9.5,13.8,14.399999999999999,12.3,12.2,9.8,7.6,5.5,2.0,0.8,0.0
Valencia,0.0,0.0,0.0,0.0,0.0,0.1,0.7000000000000001,1.3,3.5000000000000004,5.7,8.0,10.5,14.399999999999999,14.899999999999999,16.1,10.9,7.3999999999999995,5.1,1.4000000000000001,0.0
Mallorca,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.5,1.4000000000000001,2.9000000000000004,4.9,7.000000000000001,12.0,12.5,14.2,14.899999999999999,14.299999999999999,12.4,2.6,0.2
Deportivo Alavés,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.6,2.0,2.5,4.7,7.3,12.2,16.1,17.299999999999997,17.2,13.600000000000001,5.8999999999999995,0.3
Elche,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.5,1.4000000000000001,1.9,3.4000000000000004,4.2,8.3,10.2,16.3,19.3,20.200000000000003,12.5,1.6
Sevilla,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.3,0.7000000000000001,1.0999999999999999,3.1,4.9,5.5,8.7,16.1,19.8,23.5,14.899999999999999,1.2
Levante UD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.6,1.5,2.8000000000000003,4.7,10.4,18.099999999999998,49.2,12.1
Real Oviedo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.3,2.5,12.4,84.6
