Squad,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
Arsenal,95.8,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Manchester City,4.2,94.6,0.8999999999999999,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Manchester United,0.0,0.7000000000000001,44.0,28.7,15.9,7.000000000000001,2.7,0.7000000000000001,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aston Villa,0.0,0.5,30.8,30.599999999999998,23.200000000000003,9.700000000000001,2.9000000000000004,1.3,0.7000000000000001,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Liverpool,0.0,0.0,17.2,24.8,27.800000000000004,15.9,8.1,3.6999999999999997,1.2,0.7000000000000001,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chelsea,0.0,0.0,6.0,11.5,18.3,28.7,15.2,10.8,4.7,2.3,1.7000000000000002,0.6,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0
Brentford,0.0,0.0,0.5,1.7000000000000002,6.0,11.799999999999999,20.599999999999998,16.7,13.100000000000001,11.5,7.7,6.0,3.3000000000000003,1.0999999999999999,0.0,0.0,0.0,0.0,0.0,0.0
Everton,0.0,0.0,0.4,0.7000000000000001,2.8000000000000003,8.200000000000001,13.5,17.299999999999997,16.5,13.0,12.2,8.4,5.2,1.4000000000000001,0.4,0.0,0.0,0.0,0.0,0.0
Brighton & Hove Albion,0.0,0.0,0.0,1.0,1.6,7.000000000000001,12.1,13.600000000000001,16.400000000000002,15.1,12.9,8.7,7.5,3.4000000000000004,0.6,0.1,0.0,0.0,0.0,0.0
Newcastle United,0.0,0.0,0.0,0.1,1.7999999999999998,4.1000000000000005,7.000000000000001,10.8,12.1,10.6,15.2,15.2,12.1,8.799999999999999,1.7000000000000002,0.4,0.1,0.0,0.0,0.0
Fulham,0.0,0.0,0.1,0.3,1.2,3.9,7.3,8.0,11.5,16.2,12.5,15.4,15.4,6.7,1.4000000000000001,0.1,0.0,0.0,0.0,0.0
Sunderland,0.0,0.0,0.1,0.3,1.2,2.9000000000000004,6.7,9.8,10.9,14.099999999999998,16.8,14.299999999999999,13.200000000000001,7.7,1.7999999999999998,0.2,0.0,0.0,0.0,0.0
Bournemouth,0.0,0.0,0.0,0.0,0.2,0.4,2.7,5.3,8.4,9.700000000000001,12.4,16.7,20.599999999999998,16.400000000000002,4.7,2.3,0.2,0.0,0.0,0.0
Crystal Palace,0.0,0.0,0.0,0.0,0.0,0.4,1.2,2.0,4.0,6.4,7.5,12.4,17.1,32.1,11.899999999999999,4.3,0.7000000000000001,0.0,0.0,0.0
Leeds United,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.3,1.5,3.4000000000000004,12.3,34.300000000000004,26.0,16.8,5.1,0.0,0.0
Nottingham Forest,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.7000000000000001,1.5,6.7,25.8,35.9,22.900000000000002,6.4,0.0,0.0
Tottenham Hotspur,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.6,3.2,14.7,25.4,37.5,18.4,0.0,0.0
West Ham United,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,2.7,5.3,21.6,67.4,2.9000000000000004,0.0
Burnley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,52.6,45.800000000000004
Wolverhampton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.0999999999999999,44.5,54.2
