Squad,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
Arsenal,80.7,18.099999999999998,1.0999999999999999,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Manchester City,17.4,61.9,16.8,2.8000000000000003,0.8,0.2,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aston Villa,1.6,15.299999999999999,46.300000000000004,21.4,11.0,3.0,1.0,0.3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Liverpool,0.3,2.6,20.599999999999998,33.4,23.1,11.600000000000001,4.3,2.0,1.0999999999999999,0.5,0.1,0.0,0.2,0.1,0.0,0.1,0.0,0.0,0.0,0.0
Chelsea,0.0,1.7999999999999998,11.899999999999999,24.6,30.099999999999998,17.8,6.5,3.0,2.4,0.7000000000000001,0.7000000000000001,0.3,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0
Manchester United,0.0,0.2,2.3,10.6,16.7,20.8,15.299999999999999,11.200000000000001,8.200000000000001,5.800000000000001,3.1,2.8000000000000003,1.5,0.8999999999999999,0.5,0.1,0.0,0.0,0.0,0.0
Newcastle United,0.0,0.0,0.1,2.3,3.6999999999999997,8.5,12.6,12.6,12.4,11.1,10.4,7.7,8.0,4.2,3.1,2.4,0.8999999999999999,0.0,0.0,0.0
Brentford,0.0,0.0,0.6,1.5,3.6999999999999997,7.6,13.600000000000001,12.4,12.7,11.899999999999999,9.1,8.5,7.000000000000001,4.3999999999999995,4.0,2.6,0.4,0.0,0.0,0.0
Fulham,0.0,0.0,0.1,1.3,4.2,8.3,12.8,12.6,12.8,10.9,10.5,7.5,7.5,5.6000000000000005,3.2,2.1,0.6,0.0,0.0,0.0
Sunderland,0.0,0.1,0.1,1.0999999999999999,2.8000000000000003,6.7,8.5,9.9,11.4,10.9,10.0,11.3,10.100000000000001,6.800000000000001,5.6000000000000005,2.8000000000000003,1.9,0.0,0.0,0.0
Bournemouth,0.0,0.0,0.0,0.2,1.5,6.1,8.5,11.700000000000001,10.299999999999999,11.899999999999999,12.5,10.8,9.2,8.3,4.3999999999999995,3.3000000000000003,1.3,0.0,0.0,0.0
Everton,0.0,0.0,0.1,0.4,1.2,3.6999999999999997,6.6000000000000005,8.200000000000001,9.8,11.700000000000001,12.7,12.3,11.700000000000001,7.8,7.000000000000001,4.9,1.7000000000000002,0.2,0.0,0.0
Brighton & Hove Albion,0.0,0.0,0.0,0.3,1.0999999999999999,3.1,5.5,7.6,7.6,10.299999999999999,10.8,9.8,10.9,13.3,9.5,6.7,3.2,0.3,0.0,0.0
Crystal Palace,0.0,0.0,0.0,0.0,0.0,1.6,2.0,4.1000000000000005,4.5,6.1,6.5,10.0,10.4,14.799999999999999,16.5,12.3,10.0,1.2,0.0,0.0
Tottenham Hotspur,0.0,0.0,0.0,0.0,0.1,1.0,1.7999999999999998,3.0,4.3,4.3999999999999995,7.9,9.700000000000001,11.200000000000001,13.100000000000001,17.8,13.700000000000001,10.9,1.0999999999999999,0.0,0.0
Nottingham Forest,0.0,0.0,0.0,0.0,0.0,0.0,0.7000000000000001,0.8999999999999999,1.3,1.7999999999999998,3.5000000000000004,5.3,6.6000000000000005,9.8,14.2,21.4,30.2,3.9,0.4,0.0
Leeds United,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.5,1.0,2.0,2.1999999999999997,4.0,5.6000000000000005,10.4,13.5,24.7,28.999999999999996,6.2,0.6,0.0
West Ham United,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.7000000000000001,2.3,8.6,66.7,19.5,1.9
Burnley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.6,1.3,18.7,65.5,13.8
Wolverhampton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7000000000000002,14.000000000000002,84.3
