Squad,1,2,3,4,5,6,7,8,9
Trikiinit,35.0,28.299999999999997,23.799999999999997,7.7,3.6999999999999997,1.2,0.3,0.0,0.0
Valtti/TDJ,29.2,31.7,25.3,8.799999999999999,3.6999999999999997,0.7000000000000001,0.4,0.2,0.0
FC Lähiö,32.4,29.2,21.8,10.100000000000001,3.2,2.4,0.6,0.3,0.0
Valtti/4,1.7000000000000002,4.8,11.200000000000001,23.599999999999998,16.8,15.299999999999999,12.3,9.4,4.9
Käpylän Sekunda,0.6,1.4000000000000001,5.2,11.899999999999999,16.7,17.0,18.4,16.0,12.8
MLHF/Reserves,0.4,1.5,4.0,12.8,17.1,16.7,15.7,15.1,16.7
PK-35/Äijät,0.2,1.5,4.0,9.5,15.7,16.900000000000002,18.5,18.099999999999998,15.6
Kullervo,0.5,1.3,2.7,8.5,12.9,16.3,14.299999999999999,19.5,24.0
Cosmos,0.0,0.3,2.0,7.1,10.2,13.5,19.5,21.4,26.0
