Squad,1,2,3,4,5,6,7,8,9
Trikiinit,29.7,21.7,18.2,12.2,8.9,5.2,3.2,0.8999999999999999,0.0
MLHF/Reserves,27.200000000000003,22.900000000000002,17.9,12.6,9.9,5.5,2.9000000000000004,0.8999999999999999,0.2
Valtti/4,14.7,16.8,17.8,16.7,12.5,10.299999999999999,6.5,3.5999999999999996,1.0999999999999999
PK-35/Äijät,11.3,14.899999999999999,13.5,15.9,17.2,12.8,8.799999999999999,4.6,1.0
Valtti/TDJ,9.3,13.0,14.899999999999999,16.3,14.299999999999999,14.099999999999998,11.799999999999999,5.1,1.2
FC Lähiö,6.2,5.7,10.7,14.7,17.2,19.0,14.299999999999999,9.1,3.1
Kullervo,1.4000000000000001,2.1999999999999997,3.6999999999999997,7.3999999999999995,9.0,16.400000000000002,22.8,25.2,11.899999999999999
Cosmos,0.2,2.7,3.3000000000000003,3.9,9.4,13.100000000000001,21.6,30.099999999999998,15.7
Käpylän Sekunda,0.0,0.1,0.0,0.3,1.6,3.5999999999999996,8.1,20.5,65.8
