Squad,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
Real Madrid,61.6,24.8,9.4,4.1000000000000005,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Barcelona,19.1,30.7,28.499999999999996,19.400000000000002,2.1999999999999997,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Atletico Madrid,10.9,24.4,32.300000000000004,28.7,3.5999999999999996,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Villarreal,8.4,19.7,28.000000000000004,38.5,4.7,0.4,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Real Betis,0.0,0.4,1.5,7.9,54.400000000000006,16.0,8.5,4.1000000000000005,3.8,0.8999999999999999,1.4000000000000001,0.8,0.1,0.0,0.2,0.0,0.0,0.0,0.0,0.0
Athletic Club,0.0,0.0,0.2,0.7000000000000001,10.8,21.2,15.8,12.2,9.9,8.6,5.6000000000000005,5.2,3.8,2.3,2.0,1.2,0.3,0.1,0.1,0.0
Espanyol,0.0,0.0,0.0,0.2,4.3999999999999995,13.5,12.0,12.9,10.2,7.6,11.1,9.3,6.7,4.7,2.6,3.5999999999999996,0.7000000000000001,0.3,0.2,0.0
Celta Vigo,0.0,0.0,0.0,0.0,3.8,10.7,10.2,11.3,10.8,11.4,9.700000000000001,6.6000000000000005,8.7,5.8999999999999995,4.3999999999999995,2.8000000000000003,1.7999999999999998,1.6,0.3,0.0
Rayo Vallecano,0.0,0.0,0.0,0.1,3.3000000000000003,6.9,10.6,10.5,9.3,11.1,10.2,9.5,9.3,4.9,5.5,4.9,2.4,1.0,0.4,0.1
Getafe,0.0,0.0,0.1,0.1,3.6999999999999997,8.0,9.4,10.8,9.8,10.0,9.2,9.2,6.9,8.6,4.3999999999999995,5.4,2.8000000000000003,0.8999999999999999,0.5,0.2
Elche,0.0,0.0,0.0,0.2,2.0,7.1,9.6,11.600000000000001,10.100000000000001,10.8,9.9,8.4,9.0,8.1,5.3,3.1,2.6,1.7999999999999998,0.3,0.1
Sevilla,0.0,0.0,0.0,0.1,3.3000000000000003,6.800000000000001,9.700000000000001,9.700000000000001,11.3,9.0,8.200000000000001,9.2,8.1,7.3999999999999995,6.6000000000000005,5.6000000000000005,3.4000000000000004,1.3,0.2,0.1
Deportivo Alaves,0.0,0.0,0.0,0.0,1.7000000000000002,3.2,5.4,5.6000000000000005,9.0,8.5,8.5,11.4,10.299999999999999,9.4,10.8,6.2,5.3,3.4000000000000004,1.0,0.3
Osasuna,0.0,0.0,0.0,0.0,0.8999999999999999,3.3000000000000003,3.8,4.9,7.000000000000001,7.5,8.9,8.799999999999999,8.799999999999999,10.5,10.9,10.0,8.200000000000001,4.9,1.3,0.3
Real Sociedad,0.0,0.0,0.0,0.0,0.5,1.0999999999999999,2.1,2.8000000000000003,4.2,5.3,6.5,7.1,10.0,10.7,12.5,11.5,12.3,9.6,3.2,0.6
Mallorca,0.0,0.0,0.0,0.0,0.3,0.7000000000000001,0.8999999999999999,1.2,2.1999999999999997,3.9,4.1000000000000005,5.3,6.0,8.9,12.0,14.099999999999998,15.2,14.7,7.3,3.2
Valencia,0.0,0.0,0.0,0.0,0.1,0.7000000000000001,1.2,1.6,1.6,3.5999999999999996,4.1000000000000005,4.7,7.199999999999999,9.8,11.1,12.4,15.8,15.7,7.8,2.6
Levante,0.0,0.0,0.0,0.0,0.2,0.2,0.5,0.8,0.8,1.7999999999999998,2.5,4.0,4.3,7.1,8.7,12.9,17.9,21.6,12.4,4.3
Girona,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.5,0.7000000000000001,1.3,2.5,4.9,8.7,14.799999999999999,38.9,27.6
Real Oviedo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.4,0.5,1.4000000000000001,2.6,8.3,26.1,60.6
