Squad,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
Arsenal,51.9,27.400000000000002,15.8,3.5000000000000004,1.2,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Liverpool,21.7,32.0,26.3,14.499999999999998,4.8,0.6,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Manchester City,21.3,27.1,26.1,16.900000000000002,5.7,2.0,0.8,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tottenham,4.7,10.8,22.8,36.1,15.7,6.7,2.1999999999999997,0.7000000000000001,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bournemouth,0.3,1.7000000000000002,5.6000000000000005,16.1,29.099999999999998,21.099999999999998,13.200000000000001,7.3999999999999995,4.1000000000000005,0.8999999999999999,0.3,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Crystal Palace,0.1,0.4,1.6,7.000000000000001,20.1,24.5,18.8,14.299999999999999,7.6,2.8000000000000003,1.3,1.0,0.2,0.2,0.1,0.0,0.0,0.0,0.0,0.0
Brighton,0.0,0.4,1.0999999999999999,3.8,11.3,19.400000000000002,20.8,20.200000000000003,10.100000000000001,8.1,2.4,1.4000000000000001,0.6,0.2,0.2,0.0,0.0,0.0,0.0,0.0
Chelsea,0.0,0.1,0.6,1.7000000000000002,8.799999999999999,16.5,22.400000000000002,22.400000000000002,14.2,6.9,3.5000000000000004,2.1,0.7000000000000001,0.1,0.0,0.0,0.0,0.0,0.0,0.0
Everton,0.0,0.1,0.0,0.2,1.9,4.6,10.0,14.499999999999998,22.900000000000002,18.2,13.4,5.5,4.9,2.1,1.0999999999999999,0.5,0.1,0.0,0.0,0.0
Newcastle Utd,0.0,0.0,0.0,0.2,1.0,3.4000000000000004,6.5,10.4,18.3,21.8,14.7,11.0,6.9,3.5000000000000004,1.6,0.3,0.3,0.1,0.0,0.0
Manchester Utd,0.0,0.0,0.1,0.0,0.3,0.7000000000000001,3.0,4.9,11.200000000000001,17.0,19.8,16.400000000000002,10.6,6.7,5.5,2.8000000000000003,1.0,0.0,0.0,0.0
Sunderland,0.0,0.0,0.0,0.0,0.1,0.2,0.6,1.7000000000000002,3.3000000000000003,8.5,13.100000000000001,18.3,16.3,15.2,13.3,5.4,2.7,0.8999999999999999,0.4,0.0
Leeds United,0.0,0.0,0.0,0.0,0.0,0.2,0.8999999999999999,1.9,3.2,6.2,14.299999999999999,15.7,16.7,15.5,13.3,7.5,3.3000000000000003,0.8,0.5,0.0
Fulham,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.8999999999999999,2.9000000000000004,4.8,9.4,12.8,15.4,18.2,15.1,11.1,6.2,2.3,0.4,0.1
Aston Villa,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.6,1.5,3.6999999999999997,6.1,9.3,16.5,18.099999999999998,17.9,15.0,7.7,2.7,0.7000000000000001,0.0
Brentford,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.4,1.0,1.0999999999999999,4.2,7.7,12.3,15.5,25.6,17.5,8.4,5.1,1.0999999999999999
Burnley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.6,2.1,5.1,8.3,13.600000000000001,24.3,21.9,14.2,8.4
West Ham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.3,0.5,1.7999999999999998,5.1,9.2,16.0,25.6,24.4,17.0
Wolves,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.7000000000000001,0.8,2.3,6.800000000000001,15.5,22.2,27.500000000000004,23.9
Nott'ham Forest,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.7000000000000001,2.1999999999999997,5.4,15.1,26.8,49.5
