Squad,1,2,3,4,5,6,7,8,9
Trikiinit,75.6,15.5,8.9,0.0,0.0,0.0,0.0,0.0,0.0
Cosmos,15.6,46.5,37.9,0.0,0.0,0.0,0.0,0.0,0.0
Kullervo,8.799999999999999,38.0,52.400000000000006,0.8,0.0,0.0,0.0,0.0,0.0
FC Puimur,0.0,0.0,0.6,52.800000000000004,46.6,0.0,0.0,0.0,0.0
FC POHU/Sober,0.0,0.0,0.2,46.300000000000004,51.2,2.3,0.0,0.0,0.0
Kasiysi/3,0.0,0.0,0.0,0.1,2.1999999999999997,60.099999999999994,16.0,17.2,4.3999999999999995
Kilo IF/2,0.0,0.0,0.0,0.0,0.0,22.2,68.10000000000001,9.700000000000001,0.0
OT-77,0.0,0.0,0.0,0.0,0.0,11.700000000000001,11.0,31.0,46.300000000000004
MoPo,0.0,0.0,0.0,0.0,0.0,3.6999999999999997,4.9,42.1,49.3
