Squad,1,2,3,4,5,6,7,8,9
MLHF/Reserves,38.1,23.200000000000003,14.499999999999998,9.9,7.3999999999999995,3.2,2.3,1.2,0.2
Valtti/4,17.8,19.5,20.599999999999998,14.899999999999999,10.5,9.2,4.7,2.0,0.8
PK-35/Äijät,18.3,16.8,18.9,15.0,11.4,9.5,6.7,2.6,0.8
Valtti/TDJ,11.0,14.799999999999999,14.399999999999999,16.6,16.5,13.200000000000001,8.200000000000001,4.3,1.0
FC Lähiö,6.800000000000001,11.0,12.4,15.5,16.5,15.4,11.899999999999999,7.7,2.8000000000000003
Trikiinit,6.6000000000000005,10.100000000000001,10.5,15.0,16.0,17.299999999999997,12.3,8.799999999999999,3.4000000000000004
Kullervo,0.8,2.4,4.6,6.1,12.1,14.7,21.8,24.2,13.3
Cosmos,0.6,2.1,3.3000000000000003,5.8999999999999995,7.5,12.8,23.3,27.500000000000004,17.0
Käpylän Sekunda,0.0,0.1,0.8,1.0999999999999999,2.1,4.7,8.799999999999999,21.7,60.699999999999996
